# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[68, 0]",24713,59,28,-1
1,"[103, 0]",6716,0,0,-1
2,"[103, 1]",6715,0,0,-1
3,"[103, 5]",12895,156,64,-1
4,"[103, 6]",12894,2,1,8
5,"[103, 7]",12892,0,0,3
6,"[103, 8]",15317,64,29,0
7,"[103, 9]",15316,158,64,0
8,"[103, 10]",15313,0,0,0
9,"[103, 11]",15312,0,0,0
10,"[103, 14]",21726,0,0,0
11,"[103, 15]",21724,0,0,0
12,"[103, 16]",21723,0,0,0
13,"[103, 17]",21721,41,18,0
14,"[103, 18]",21717,0,0,0
15,"[103, 19]",21716,0,0,0
16,"[103, 20]",21715,0,0,0
17,"[103, 21]",22841,158,64,0
18,"[103, 22]",22840,41,18,0
19,"[103, 23]",22838,0,0,0
20,"[103, 24]",22834,0,0,0
21,"[103, 25]",22831,0,0,0
22,"[103, 26]",22802,0,0,0
23,"[103, 27]",22800,0,0,0
24,"[103, 28]",22795,0,0,0
25,"[103, 29]",22782,0,0,0
26,"[103, 30]",26338,41,18,0
27,"[103, 31]",26310,0,0,0
28,"[103, 32]",26279,41,18,0
29,"[103, 33]",26262,41,18,0
30,"[103, 34]",26213,158,64,-1
31,"[103, 35]",26199,41,18,0
32,"[103, 36]",26175,0,0,0
33,"[103, 37]",26729,2,1,1
34,"[103, 38]",26621,41,18,0
35,"[139, 0]",6340,41,18,0
36,"[153, 0]",828,158,64,-1
37,"[154, 3]",3717,158,64,-1
38,"[154, 4]",3715,0,0,-1
39,"[186, 0]",971,0,0,0
40,"[186, 1]",2061,158,64,0
41,"[202, 0]",1084,158,64,-1
42,"[212, 0]",3851,0,0,0
43,"[212, 1]",8137,2,1,0
44,"[226, 0]",352,158,64,-1
45,"[241, 0]",3203,158,64,0
46,"[241, 1]",3201,0,0,0
47,"[241, 2]",7188,158,64,0
48,"[241, 3]",7186,0,0,0
49,"[241, 4]",7185,0,0,0
50,"[241, 5]",7184,0,0,0
51,"[241, 6]",19347,158,64,0
52,"[241, 7]",19346,0,0,0
53,"[241, 8]",14608,54,24,0
54,"[241, 9]",14607,0,0,0
55,"[241, 10]",12828,53,24,0
56,"[241, 11]",12826,158,64,0
57,"[241, 12]",12822,158,64,0
58,"[241, 13]",12819,158,64,0
59,"[241, 14]",11618,158,64,0
60,"[241, 15]",22655,0,0,0
61,"[241, 16]",21432,0,0,0
62,"[241, 17]",40656,0,0,0
63,"[241, 18]",33205,158,64,0
64,"[241, 19]",43332,156,64,0
65,"[241, 20]",55609,158,64,0
66,"[241, 21]",55605,0,0,0
67,"[241, 22]",57988,158,64,-1
68,"[315, 0]",6832,158,64,-1
69,"[353, 0]",16733,158,64,-1
70,"[402, 0]",2812,158,64,2
71,"[405, 0]",13381,0,0,-1
72,"[405, 1]",20875,158,64,10
73,"[405, 2]",44349,158,64,0
74,"[405, 3]",44348,158,64,0
75,"[429, 0]",880,158,64,0
76,"[514, 0]",13,158,64,-1
77,"[514, 1]",12,0,0,-1
78,"[514, 2]",187,0,0,-1
79,"[514, 3]",186,0,0,-1
80,"[514, 4]",465,0,0,-1
81,"[514, 5]",460,0,0,-1
82,"[514, 6]",1780,158,64,-1
83,"[514, 7]",1778,158,64,-1
84,"[514, 8]",1777,158,64,-1
85,"[514, 9]",1755,0,0,-1
86,"[514, 10]",1754,158,64,-1
87,"[514, 11]",1753,0,0,-1
88,"[545, 1]",926,158,64,-1
89,"[567, 0]",14784,0,0,-1
90,"[567, 1]",14783,156,64,-1
91,"[567, 2]",19320,2,1,-1
92,"[567, 3]",28784,158,64,-1
93,"[605, 0]",3368,54,24,-1
94,"[609, 0]",898,57,26,9
95,"[609, 1]",896,158,64,8
96,"[611, 63]",2142,0,0,-1
97,"[611, 151]",1445,158,64,-1
98,"[611, 152]",1430,158,64,-1
99,"[611, 155]",1401,156,64,-1
100,"[611, 156]",1400,156,64,-1
101,"[611, 168]",1343,0,0,-1
102,"[611, 212]",7805,158,64,-1
103,"[611, 216]",7787,0,0,-1
104,"[611, 224]",7695,0,0,2
105,"[611, 225]",7694,0,0,2
106,"[611, 226]",7693,0,0,1
107,"[611, 227]",7692,0,0,-1
108,"[611, 228]",7690,0,0,-1
109,"[611, 229]",7689,0,0,1
110,"[611, 230]",7643,158,64,-1
111,"[611, 231]",7640,0,0,-1
112,"[611, 232]",7638,0,0,-1
113,"[611, 233]",7636,0,0,-1
114,"[611, 234]",7627,158,64,-1
115,"[611, 235]",7625,0,0,-1
116,"[611, 236]",7623,0,0,-1
117,"[611, 237]",7613,2,1,-1
118,"[611, 238]",7611,0,0,-1
119,"[611, 239]",7583,158,64,-1
120,"[611, 240]",7579,0,0,-1
121,"[611, 241]",7578,0,0,-1
122,"[611, 242]",7571,156,64,-1
123,"[611, 243]",7570,0,0,-1
124,"[611, 247]",7507,158,64,-1
125,"[611, 248]",7506,158,64,-1
126,"[611, 249]",7502,158,64,-1
127,"[611, 250]",7484,156,64,-1
128,"[611, 251]",7483,0,0,-1
129,"[611, 252]",7481,0,0,-1
130,"[611, 253]",7480,0,0,-1
131,"[611, 254]",7479,0,0,-1
132,"[611, 362]",5519,0,0,-1
133,"[611, 392]",4832,2,1,-1
134,"[611, 393]",4830,158,64,-1
135,"[611, 394]",4829,0,0,-1
136,"[611, 395]",4818,0,0,-1
137,"[611, 423]",21972,158,64,-1
138,"[611, 448]",18657,0,0,-1
139,"[611, 449]",18649,0,0,-1
140,"[611, 450]",18642,0,0,-1
141,"[611, 451]",18641,158,64,-1
142,"[611, 452]",18631,158,64,-1
143,"[611, 453]",18625,158,64,-1
144,"[611, 454]",18618,158,64,-1
145,"[611, 455]",18617,156,64,-1
146,"[611, 456]",18616,0,0,-1
147,"[611, 511]",16276,0,0,-1
148,"[611, 571]",15008,0,0,-1
149,"[611, 626]",11440,158,64,-1
150,"[611, 627]",11436,0,0,-1
151,"[611, 628]",11330,158,64,-1
152,"[611, 629]",11326,158,64,-1
153,"[611, 630]",11322,0,0,-1
154,"[611, 631]",11321,158,64,-1
155,"[611, 632]",11318,2,1,-1
156,"[611, 633]",11314,0,0,-1
157,"[611, 634]",11311,158,64,-1
158,"[611, 635]",11165,158,64,-1
159,"[611, 636]",11164,0,0,-1
160,"[611, 638]",10947,158,64,-1
161,"[611, 639]",10946,158,64,-1
162,"[611, 640]",10942,0,0,-1
163,"[611, 641]",10941,0,0,-1
164,"[611, 642]",10903,158,64,-1
165,"[611, 643]",10902,158,64,-1
166,"[611, 644]",10894,156,64,-1
167,"[611, 645]",10892,0,0,-1
168,"[611, 646]",10888,156,64,-1
169,"[611, 647]",10886,0,0,-1
170,"[611, 648]",10611,158,64,-1
171,"[611, 649]",10563,0,0,-1
172,"[611, 650]",10552,0,0,-1
173,"[611, 651]",10549,158,64,-1
174,"[611, 652]",10464,158,64,-1
175,"[611, 653]",10463,0,0,-1
176,"[611, 654]",10452,158,64,-1
177,"[611, 655]",10450,158,64,-1
178,"[611, 656]",10449,156,64,-1
179,"[611, 657]",10448,0,0,-1
180,"[611, 658]",10447,0,0,-1
181,"[611, 659]",10437,158,64,-1
182,"[611, 660]",10430,2,1,-1
183,"[611, 661]",10428,156,64,-1
184,"[611, 662]",10373,0,0,0
185,"[611, 663]",10372,0,0,0
186,"[611, 664]",10371,0,0,0
187,"[611, 665]",10369,0,0,0
188,"[611, 666]",10368,0,0,0
189,"[611, 667]",10365,0,0,-1
190,"[611, 668]",10362,0,0,4
191,"[611, 669]",10361,156,64,-1
192,"[611, 670]",10356,0,0,2
193,"[611, 671]",10349,0,0,0
194,"[611, 672]",10344,156,64,0
195,"[611, 673]",10341,2,1,0
196,"[611, 679]",9757,158,64,-1
197,"[611, 693]",9452,158,64,-1
198,"[611, 829]",46470,158,64,-1
199,"[611, 838]",44457,158,64,12
200,"[611, 839]",44399,158,64,0
201,"[611, 840]",44364,2,1,0
202,"[611, 841]",44331,2,1,6
203,"[611, 842]",44312,0,0,0
204,"[611, 843]",44311,0,0,0
205,"[611, 844]",44309,158,64,0
206,"[611, 845]",44307,158,64,0
207,"[611, 846]",44306,0,0,0
208,"[611, 847]",44302,57,26,0
209,"[611, 848]",44299,2,1,0
210,"[611, 849]",44296,158,64,1
211,"[611, 850]",44085,0,0,-1
212,"[611, 851]",44084,0,0,-1
213,"[611, 852]",44083,158,64,-1
214,"[611, 853]",44082,0,0,-1
215,"[611, 854]",44081,158,64,-1
216,"[611, 855]",44070,2,1,-1
217,"[611, 856]",44063,0,0,-1
218,"[611, 858]",43979,158,64,-1
219,"[611, 859]",43900,158,64,-1
220,"[611, 860]",43898,158,64,-1
221,"[611, 861]",43897,2,1,-1
222,"[611, 862]",43834,2,1,-1
223,"[611, 863]",43832,158,64,-1
224,"[611, 864]",43831,0,0,-1
225,"[611, 865]",43241,0,0,-1
226,"[611, 866]",43194,158,64,-1
227,"[611, 867]",43133,158,64,-1
228,"[611, 868]",43130,158,64,-1
229,"[611, 869]",43057,2,1,-1
230,"[611, 870]",43051,0,0,-1
231,"[611, 871]",42990,0,0,-1
232,"[611, 872]",41581,158,64,-1
233,"[611, 873]",41094,158,64,-1
234,"[611, 874]",41093,0,0,-1
235,"[611, 875]",41046,158,64,-1
236,"[611, 876]",41043,158,64,-1
237,"[611, 877]",41036,0,0,-1
238,"[611, 878]",40960,0,0,-1
239,"[611, 879]",40959,0,0,-1
240,"[611, 882]",40924,156,64,-1
241,"[611, 883]",40923,158,64,-1
242,"[611, 884]",40921,0,0,-1
