# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[27, 2]",14539,158,64,-1
1,"[27, 3]",13706,158,64,-1
2,"[27, 4]",13705,158,64,-1
3,"[67, 0]",3720,0,0,0
4,"[67, 1]",3867,2,1,0
5,"[79, 0]",2511,57,26,0
6,"[79, 1]",2510,0,0,0
7,"[79, 2]",2506,0,0,0
8,"[79, 3]",2505,0,0,0
9,"[79, 4]",2504,0,0,0
10,"[79, 5]",7747,0,0,0
11,"[79, 6]",7744,0,0,0
12,"[79, 7]",7741,0,0,0
13,"[79, 8]",7731,158,64,0
14,"[79, 9]",24111,158,64,0
15,"[79, 10]",16303,41,18,0
16,"[79, 11]",16302,13,6,0
17,"[79, 12]",14139,158,64,0
18,"[79, 13]",14121,158,64,0
19,"[79, 14]",14106,158,64,-1
20,"[79, 15]",14105,0,0,-1
21,"[79, 16]",14103,0,0,4
22,"[79, 17]",14101,0,0,-1
23,"[79, 18]",14100,0,0,1
24,"[79, 19]",27976,0,0,0
25,"[79, 20]",27975,158,64,0
26,"[79, 21]",27971,0,0,-1
27,"[79, 22]",27958,53,24,0
28,"[79, 23]",27947,0,0,-1
29,"[79, 24]",26374,0,0,0
30,"[79, 25]",40678,0,0,2
31,"[79, 26]",40622,41,18,1
32,"[79, 27]",34603,0,0,-1
33,"[79, 28]",34573,0,0,1
34,"[79, 29]",34548,2,1,0
35,"[79, 30]",46462,2,1,-1
36,"[79, 31]",46406,158,64,1
37,"[79, 32]",45427,54,24,0
38,"[85, 0]",19319,158,64,0
39,"[85, 1]",32478,158,64,5
40,"[92, 0]",1749,156,64,0
41,"[92, 1]",1747,0,0,0
42,"[92, 2]",2496,41,18,0
43,"[92, 3]",6838,0,0,0
44,"[92, 4]",6837,0,0,0
45,"[92, 5]",7294,158,64,0
46,"[92, 6]",7291,2,1,0
47,"[113, 0]",1286,2,1,0
48,"[113, 1]",1285,158,64,0
49,"[128, 0]",3313,156,64,0
50,"[175, 0]",23173,0,0,-1
51,"[175, 1]",18211,41,18,3
52,"[175, 2]",25481,51,24,0
53,"[175, 3]",23435,158,64,1
54,"[235, 0]",457,0,0,-1
55,"[235, 1]",2263,158,64,-1
56,"[300, 0]",32,158,64,-1
57,"[300, 1]",26,0,0,-1
58,"[300, 2]",236,158,64,-1
59,"[300, 3]",234,158,64,-1
60,"[300, 4]",220,0,0,-1
61,"[300, 5]",204,0,0,-1
62,"[300, 6]",184,158,64,-1
63,"[300, 7]",181,158,64,-1
64,"[300, 8]",968,0,0,-1
65,"[300, 9]",858,158,64,-1
66,"[300, 10]",855,0,0,-1
67,"[300, 11]",848,158,64,-1
68,"[300, 12]",845,158,64,-1
69,"[300, 13]",844,158,64,-1
70,"[300, 14]",839,158,64,-1
71,"[300, 15]",838,2,1,-1
72,"[300, 16]",837,156,64,-1
73,"[300, 17]",836,2,1,-1
74,"[300, 18]",819,0,0,-1
75,"[300, 19]",812,158,64,-1
76,"[300, 20]",804,0,0,-1
77,"[300, 21]",800,156,64,-1
