# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[6, 14]",23748,0,0,-1
1,"[6, 15]",20491,0,0,-1
2,"[6, 16]",36386,156,64,-1
3,"[6, 17]",36383,0,0,-1
4,"[6, 18]",34970,158,64,-1
5,"[6, 20]",38692,2,1,-1
6,"[78, 0]",5449,158,64,-1
7,"[84, 0]",543,158,64,-1
8,"[115, 0]",20,0,0,-1
9,"[115, 1]",17,158,64,-1
10,"[115, 2]",16,0,0,-1
11,"[115, 3]",66,0,0,-1
12,"[115, 4]",65,0,0,8
13,"[115, 5]",41,0,0,-1
14,"[115, 6]",313,158,64,9
15,"[115, 7]",258,0,0,0
16,"[115, 8]",255,41,18,3
17,"[115, 9]",342,158,64,-1
18,"[122, 0]",3480,2,1,0
19,"[122, 1]",3478,41,18,0
20,"[130, 0]",2015,158,64,2
21,"[130, 1]",14222,0,0,-1
22,"[130, 3]",5818,158,64,3
23,"[130, 4]",14846,156,64,-1
24,"[130, 5]",24501,0,0,-1
25,"[130, 6]",30356,158,64,-1
26,"[130, 7]",30354,0,0,-1
27,"[130, 8]",35285,158,64,-1
28,"[256, 0]",248,158,64,-1
29,"[365, 0]",8729,2,1,-1
30,"[473, 163]",19785,0,0,-1
31,"[473, 164]",19784,0,0,-1
32,"[473, 293]",21352,0,0,-1
33,"[473, 294]",21347,0,0,-1
34,"[473, 324]",62994,158,64,-1
35,"[473, 325]",62989,158,64,-1
36,"[473, 326]",62988,0,0,-1
37,"[473, 327]",62954,0,0,4
38,"[473, 328]",62952,0,0,-1
39,"[473, 329]",62951,0,0,-1
40,"[473, 330]",62950,156,64,-1
41,"[473, 347]",61063,156,64,-1
42,"[473, 367]",41058,158,64,-1
43,"[473, 368]",41057,0,0,-1
44,"[473, 392]",64771,158,64,-1
45,"[473, 393]",64766,156,64,4
46,"[473, 394]",64761,63,28,0
47,"[512, 0]",732,2,1,-1
48,"[516, 3]",6292,158,64,-1
49,"[612, 0]",7544,158,64,0
50,"[612, 1]",22562,0,0,2
51,"[612, 2]",27801,158,64,0
52,"[640, 0]",1356,158,64,-1
53,"[640, 1]",13130,158,64,-1
54,"[640, 2]",13128,156,64,-1
55,"[680, 0]",1027,0,0,-1
56,"[680, 1]",1024,0,0,-1
57,"[680, 2]",2653,41,18,14
58,"[680, 3]",2635,158,64,21
59,"[713, 0]",5359,158,64,-1
60,"[723, 0]",613,158,64,-1
61,"[756, 0]",827,158,64,-1
62,"[760, 0]",24,158,64,-1
63,"[760, 1]",159,158,64,-1
64,"[760, 2]",158,0,0,-1
65,"[760, 3]",155,0,0,-1
66,"[760, 4]",154,0,0,-1
67,"[760, 5]",149,156,64,-1
68,"[760, 6]",148,158,64,-1
69,"[760, 7]",146,158,64,-1
70,"[760, 8]",142,0,0,-1
71,"[760, 9]",1428,0,0,-1
72,"[760, 10]",1427,0,0,-1
73,"[760, 11]",1424,158,64,-1
74,"[760, 12]",1419,0,0,-1
75,"[760, 13]",1386,0,0,-1
76,"[760, 14]",1383,0,0,-1
77,"[760, 15]",1382,0,0,-1
78,"[760, 16]",1376,158,64,-1
79,"[760, 17]",2187,2,1,-1
80,"[760, 18]",2186,0,0,-1
81,"[760, 19]",2180,0,0,-1
82,"[760, 20]",2176,158,64,-1
83,"[760, 21]",2174,0,0,-1
84,"[760, 22]",1947,158,64,-1
85,"[760, 23]",1908,0,0,-1
86,"[760, 24]",1902,158,64,-1
87,"[760, 25]",1900,158,64,-1
88,"[760, 28]",3831,0,0,-1
89,"[760, 29]",3829,0,0,-1
90,"[760, 30]",3827,0,0,-1
91,"[760, 31]",3786,0,0,-1
92,"[760, 32]",3739,0,0,-1
93,"[760, 33]",4453,158,64,-1
94,"[760, 34]",4418,158,64,-1
95,"[760, 35]",4368,0,0,-1
96,"[760, 36]",4366,158,64,-1
