# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[332, 0]",1049,158,64,24
1,"[332, 1]",71619,2,1,-1
2,"[407, 3]",7998,158,64,-1
3,"[407, 4]",7997,158,64,-1
4,"[423, 0]",7861,2,1,12
5,"[454, 0]",1272,0,0,-1
6,"[454, 1]",1271,0,0,-1
7,"[475, 0]",37,158,64,-1
8,"[475, 1]",34,0,0,-1
9,"[475, 2]",246,2,1,-1
10,"[475, 3]",244,158,64,-1
11,"[543, 5]",14419,158,64,-1
12,"[543, 15]",44623,158,64,1
13,"[543, 16]",29339,0,0,-1
14,"[543, 20]",68459,158,64,0
15,"[543, 21]",105992,158,64,-1
16,"[560, 0]",1456,0,0,-1
17,"[560, 1]",2663,0,0,-1
18,"[560, 2]",3404,0,0,-1
19,"[560, 3]",4815,156,64,2
20,"[590, 0]",2724,57,26,1
21,"[595, 2]",320,158,64,-1
22,"[595, 3]",319,0,0,-1
23,"[595, 4]",318,0,0,-1
24,"[595, 44]",3499,0,0,-1
25,"[595, 45]",3498,158,64,-1
26,"[595, 49]",3473,156,64,-1
27,"[595, 66]",4228,158,64,-1
28,"[636, 0]",800,0,0,0
29,"[636, 1]",2028,41,18,0
30,"[649, 0]",313,158,64,-1
31,"[677, 0]",617,158,64,-1
32,"[799, 0]",5183,156,64,-1
33,"[856, 0]",3260,156,64,-1
34,"[856, 1]",5073,0,0,0
35,"[856, 2]",25042,158,64,-1
36,"[856, 3]",22970,158,64,0
37,"[856, 4]",21844,158,64,-1
38,"[856, 5]",94532,158,64,0
39,"[856, 6]",83585,0,0,-1
40,"[856, 7]",83584,0,0,-1
41,"[856, 8]",72576,158,64,-1
42,"[856, 9]",72572,0,0,-1
43,"[856, 10]",103953,158,64,-1
44,"[856, 11]",100814,0,0,4
45,"[856, 12]",100811,0,0,5
46,"[856, 13]",174958,158,64,-1
47,"[856, 14]",174956,158,64,-1
48,"[856, 15]",174501,158,64,-1
49,"[856, 16]",174499,158,64,-1
50,"[856, 17]",162922,41,18,0
51,"[856, 18]",162907,158,64,0
52,"[856, 19]",152366,0,0,-1
53,"[856, 20]",151714,158,64,-1
54,"[856, 21]",199188,2,1,-1
55,"[856, 22]",265379,158,64,-1
56,"[856, 23]",221979,158,64,-1
57,"[953, 0]",25,158,64,-1
58,"[953, 1]",22,0,0,2
59,"[953, 2]",138,0,0,0
60,"[953, 3]",136,158,64,0
61,"[953, 4]",132,0,0,0
62,"[953, 5]",131,0,0,0
63,"[953, 6]",1193,54,24,0
64,"[953, 7]",1189,0,0,0
65,"[953, 8]",1188,0,0,0
66,"[953, 9]",1185,2,1,0
67,"[953, 10]",1184,0,0,0
68,"[953, 11]",1182,0,0,0
69,"[953, 12]",1180,0,0,0
70,"[953, 13]",1159,0,0,0
71,"[953, 14]",2739,158,64,3
72,"[953, 15]",2697,156,64,0
73,"[953, 16]",2667,158,64,0
74,"[953, 17]",2642,158,64,20
