# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[22, 3]",3535,0,0,-1
1,"[22, 4]",4108,158,64,-1
2,"[77, 0]",2021,158,64,-1
3,"[128, 0]",382,158,64,-1
4,"[157, 0]",897,158,64,0
5,"[225, 0]",11,0,0,-1
6,"[225, 1]",10,0,0,-1
7,"[225, 2]",168,2,1,-1
8,"[225, 3]",167,158,64,-1
9,"[225, 4]",166,158,64,-1
10,"[225, 5]",163,0,0,-1
11,"[225, 6]",162,156,64,-1
12,"[225, 7]",161,156,64,-1
13,"[225, 8]",159,158,64,-1
14,"[225, 9]",150,158,64,-1
15,"[225, 10]",147,0,0,-1
16,"[225, 11]",135,0,0,-1
17,"[225, 12]",132,158,64,-1
18,"[225, 13]",130,158,64,-1
19,"[225, 14]",450,158,64,-1
20,"[225, 15]",413,0,0,-1
21,"[225, 16]",372,158,64,-1
22,"[225, 17]",1685,0,0,-1
23,"[225, 18]",2389,158,64,-1
24,"[225, 19]",2316,158,64,-1
25,"[258, 0]",37380,158,64,-1
26,"[258, 1]",33746,158,64,-1
27,"[332, 0]",331,0,0,0
28,"[332, 1]",2785,41,18,0
29,"[345, 0]",25,41,18,0
30,"[345, 1]",23,41,18,0
31,"[345, 2]",21,0,0,0
32,"[345, 3]",20,0,0,0
33,"[345, 4]",19,0,0,0
34,"[345, 5]",67,41,18,0
35,"[345, 6]",63,41,18,0
36,"[345, 7]",59,0,0,0
37,"[345, 8]",422,0,0,0
38,"[345, 9]",505,0,0,0
39,"[345, 10]",864,2,1,0
40,"[356, 0]",5994,158,64,1
41,"[384, 0]",4005,158,64,-1
42,"[419, 0]",8,158,64,-1
43,"[458, 0]",1984,156,64,-1
44,"[458, 1]",1983,2,1,-1
45,"[543, 0]",34,0,0,0
46,"[543, 1]",31,0,0,0
47,"[543, 2]",127,158,64,-1
48,"[543, 3]",125,0,0,-1
49,"[543, 4]",124,156,64,-1
50,"[543, 5]",123,158,64,3
51,"[543, 6]",122,2,1,-1
52,"[543, 7]",121,0,0,-1
53,"[543, 8]",118,0,0,-1
54,"[543, 9]",105,2,1,0
55,"[543, 10]",1295,0,0,5
56,"[543, 11]",1276,158,64,-1
57,"[543, 12]",1262,158,64,2
58,"[543, 13]",1897,0,0,0
59,"[543, 14]",3495,156,64,0
60,"[548, 0]",5185,158,64,0
61,"[548, 1]",5184,57,26,0
62,"[559, 0]",1316,0,0,0
63,"[559, 1]",3133,41,18,0
64,"[581, 0]",2553,0,0,-1
65,"[581, 1]",2550,0,0,1
66,"[581, 2]",2549,0,0,1
67,"[581, 3]",5895,0,0,0
68,"[581, 4]",5891,158,64,0
69,"[581, 5]",5884,158,64,-1
70,"[581, 6]",6918,2,1,0
71,"[610, 0]",280,158,64,-1
72,"[610, 1]",277,0,0,-1
73,"[610, 2]",274,158,64,-1
74,"[610, 3]",780,0,0,-1
75,"[610, 4]",3234,158,64,-1
76,"[654, 0]",32206,158,64,0
77,"[654, 1]",28404,0,0,0
78,"[654, 2]",28402,158,64,0
79,"[654, 3]",36133,158,64,4
80,"[654, 4]",82164,156,64,0
81,"[654, 5]",82163,0,0,0
82,"[654, 6]",78194,158,64,0
83,"[654, 7]",83534,0,0,0
84,"[654, 8]",147635,158,64,0
85,"[654, 9]",147633,156,64,0
86,"[654, 10]",147162,64,29,0
87,"[654, 11]",147161,158,64,0
88,"[654, 12]",147159,158,64,0
89,"[654, 13]",146941,41,18,0
90,"[654, 14]",146180,41,18,0
91,"[654, 15]",146006,2,1,0
92,"[654, 16]",145898,158,64,0
93,"[654, 17]",145897,0,0,0
94,"[654, 18]",136775,37,18,0
95,"[654, 19]",136773,54,24,0
96,"[654, 20]",129693,0,0,0
97,"[654, 21]",129692,0,0,0
98,"[654, 22]",125124,0,0,0
99,"[654, 23]",119653,156,64,0
100,"[654, 24]",119651,0,0,0
101,"[654, 25]",158716,2,1,0
102,"[654, 26]",157074,0,0,0
103,"[654, 27]",157073,0,0,0
104,"[654, 28]",155914,156,64,0
105,"[654, 29]",155911,158,64,0
106,"[654, 30]",151327,2,1,-1
107,"[654, 31]",222236,41,18,0
108,"[654, 32]",222234,57,26,0
109,"[654, 33]",218512,158,64,0
110,"[654, 34]",218510,0,0,0
111,"[654, 35]",217838,158,64,0
112,"[654, 36]",217836,0,0,0
113,"[654, 37]",217476,0,0,0
114,"[654, 38]",217475,0,0,0
115,"[654, 39]",215584,156,64,0
116,"[654, 40]",213590,0,0,0
117,"[654, 41]",213587,0,0,0
118,"[654, 42]",191207,41,18,0
119,"[654, 43]",191204,55,26,0
120,"[654, 44]",189657,2,1,0
121,"[654, 45]",189656,57,26,0
122,"[654, 46]",171389,0,0,0
123,"[654, 47]",171388,0,0,0
124,"[654, 48]",248640,0,0,0
125,"[654, 49]",248637,0,0,0
126,"[654, 50]",241215,0,0,0
127,"[654, 51]",241197,158,64,0
128,"[654, 52]",240109,41,18,0
129,"[654, 53]",240106,57,26,0
130,"[654, 54]",240014,64,29,5
131,"[654, 55]",239919,2,1,0
132,"[654, 56]",312884,0,0,0
133,"[654, 57]",303558,2,1,0
134,"[654, 58]",291140,54,24,0
135,"[654, 59]",275178,158,64,0
136,"[654, 60]",251506,158,64,0
137,"[654, 61]",251494,2,1,0
138,"[654, 62]",315457,156,64,0
139,"[654, 63]",333123,41,18,0
140,"[654, 64]",333122,0,0,0
141,"[654, 65]",357356,158,64,0
142,"[659, 31]",3210,158,64,-1
143,"[659, 32]",3207,0,0,-1
144,"[659, 42]",4198,156,64,-1
145,"[659, 54]",3732,158,64,-1
146,"[695, 0]",19719,156,64,-1
147,"[695, 1]",19717,158,64,-1
148,"[696, 0]",6669,2,1,-1
149,"[696, 1]",7787,158,64,-1
150,"[696, 2]",7786,158,64,-1
151,"[696, 3]",15142,158,64,-1
152,"[696, 4]",15140,156,64,-1
153,"[711, 0]",2441,158,64,0
154,"[711, 1]",2439,0,0,0
155,"[711, 2]",2853,156,64,0
156,"[761, 0]",207,158,64,-1
157,"[763, 0]",2223,57,26,0
158,"[763, 1]",4752,0,0,0
159,"[763, 2]",6669,158,64,0
160,"[766, 0]",561,158,64,1
161,"[766, 1]",560,0,0,-1
162,"[766, 2]",1170,57,26,1
163,"[785, 0]",566,2,1,0
164,"[787, 0]",15127,158,64,-1
165,"[798, 87]",2396,158,64,-1
166,"[798, 88]",2395,156,64,-1
167,"[837, 0]",39,0,0,-1
168,"[837, 1]",146,158,64,-1
169,"[837, 7]",120,158,64,-1
170,"[837, 8]",119,0,0,-1
171,"[837, 9]",118,0,0,-1
172,"[837, 10]",116,0,0,-1
173,"[837, 11]",115,0,0,-1
174,"[837, 12]",114,0,0,-1
175,"[837, 13]",111,0,0,-1
176,"[837, 21]",2656,0,0,-1
177,"[837, 22]",2655,0,0,-1
178,"[837, 23]",2606,0,0,-1
179,"[837, 24]",2604,0,0,-1
180,"[837, 25]",2602,0,0,-1
181,"[837, 28]",2593,156,64,-1
182,"[837, 29]",2591,0,0,-1
183,"[837, 30]",2586,0,0,-1
184,"[837, 31]",2580,156,64,-1
185,"[837, 50]",3640,0,0,-1
186,"[837, 56]",3574,158,64,-1
187,"[837, 62]",3199,0,0,-1
188,"[837, 63]",3198,0,0,-1
189,"[837, 70]",3067,156,64,-1
190,"[837, 71]",3061,158,64,-1
191,"[837, 75]",8926,0,0,-1
