# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[55, 0]",9005,158,64,3
1,"[55, 1]",20400,0,0,0
2,"[55, 2]",20398,0,0,0
3,"[55, 3]",16391,0,0,0
4,"[55, 4]",23966,158,64,0
5,"[55, 5]",23238,158,64,0
6,"[55, 6]",23225,58,26,-1
7,"[57, 0]",38,57,26,0
8,"[57, 1]",36,158,64,0
9,"[57, 2]",35,0,0,0
10,"[57, 3]",116,0,0,-1
11,"[57, 4]",104,2,1,0
12,"[57, 5]",1861,0,0,-1
13,"[57, 6]",1856,156,64,-1
14,"[57, 7]",2214,0,0,-1
15,"[57, 8]",3595,158,64,-1
16,"[104, 0]",1787,158,64,-1
17,"[140, 7]",11730,158,64,-1
18,"[140, 8]",11728,158,64,-1
19,"[140, 13]",55911,158,64,-1
20,"[140, 15]",143467,158,64,-1
21,"[140, 18]",131817,0,0,-1
22,"[140, 19]",320800,158,64,-1
23,"[140, 24]",242216,158,64,-1
24,"[140, 25]",241092,156,64,-1
25,"[140, 27]",193862,2,1,-1
26,"[140, 30]",166074,158,64,-1
27,"[140, 37]",547622,158,64,-1
28,"[140, 38]",512151,158,64,-1
29,"[140, 45]",442523,158,64,-1
30,"[140, 51]",703558,156,64,-1
31,"[140, 52]",689108,158,64,-1
32,"[140, 53]",679550,41,20,-1
33,"[140, 54]",673078,2,1,-1
34,"[367, 0]",1285,64,29,0
35,"[367, 1]",1284,156,64,0
36,"[390, 0]",21988,2,1,-1
37,"[390, 1]",18963,158,64,-1
38,"[390, 2]",18961,158,64,-1
39,"[390, 3]",18781,158,64,-1
40,"[390, 4]",18127,158,64,-1
41,"[390, 5]",18126,158,64,-1
42,"[390, 6]",18123,158,64,-1
43,"[390, 7]",18121,0,0,-1
44,"[390, 8]",27577,158,64,-1
45,"[390, 9]",39842,158,64,-1
46,"[390, 10]",39840,0,0,-1
47,"[390, 11]",50429,0,0,-1
48,"[390, 12]",58781,156,64,-1
49,"[390, 13]",57345,156,64,-1
50,"[390, 14]",57344,0,0,-1
51,"[390, 15]",65682,158,64,-1
52,"[390, 16]",65681,158,64,-1
53,"[404, 1]",23039,156,64,-1
54,"[420, 0]",590,158,64,-1
55,"[450, 0]",10,158,64,-1
56,"[450, 1]",194,156,64,-1
57,"[450, 2]",192,158,64,-1
58,"[455, 0]",7267,158,64,-1
59,"[455, 1]",7083,156,64,-1
60,"[455, 2]",7081,0,0,-1
61,"[455, 3]",11033,156,64,-1
62,"[455, 4]",10947,158,64,-1
63,"[455, 5]",10057,0,0,-1
64,"[455, 6]",10054,156,64,-1
65,"[455, 7]",10052,158,64,-1
66,"[455, 8]",33212,156,64,-1
67,"[455, 9]",33211,0,0,-1
68,"[455, 10]",33210,158,64,-1
69,"[455, 12]",33183,2,1,-1
70,"[455, 13]",33182,0,0,-1
71,"[455, 14]",33179,0,0,-1
72,"[455, 15]",33166,158,64,-1
73,"[455, 16]",31213,158,64,-1
74,"[455, 17]",16618,158,64,-1
75,"[455, 18]",14100,158,64,-1
76,"[455, 19]",38595,2,1,-1
77,"[455, 20]",38594,0,0,-1
78,"[455, 21]",36470,158,64,-1
79,"[455, 22]",54606,158,64,-1
80,"[455, 23]",51062,158,64,-1
81,"[455, 24]",50992,2,1,-1
82,"[475, 0]",2173,2,1,-1
83,"[478, 0]",1676,41,18,0
84,"[478, 1]",1674,2,1,0
85,"[530, 0]",19307,2,1,-1
86,"[530, 1]",18354,57,26,0
87,"[563, 0]",7926,158,64,-1
88,"[563, 1]",18996,41,18,9
89,"[563, 2]",28472,2,1,-1
90,"[563, 3]",28469,0,0,-1
91,"[563, 4]",32843,51,24,-1
92,"[591, 0]",825,2,1,0
93,"[591, 1]",824,2,1,0
94,"[601, 0]",9389,158,64,-1
95,"[601, 1]",9388,0,0,-1
96,"[601, 2]",6527,158,64,-1
97,"[601, 3]",18806,0,0,-1
98,"[601, 4]",18805,158,64,-1
99,"[601, 5]",29332,0,0,4
100,"[601, 6]",21212,0,0,-1
101,"[601, 7]",45481,0,0,-1
102,"[601, 8]",43574,158,64,0
103,"[601, 9]",59708,156,64,-1
104,"[601, 10]",46778,158,64,1
105,"[653, 0]",3717,156,64,-1
106,"[665, 0]",27946,2,1,-1
107,"[665, 1]",27945,2,1,-1
108,"[665, 2]",43895,158,64,-1
109,"[700, 0]",2479,0,0,-1
110,"[700, 1]",2858,0,0,-1
111,"[700, 2]",3125,57,26,8
112,"[844, 0]",24,158,64,-1
113,"[844, 1]",23,0,0,-1
114,"[844, 2]",22,0,0,-1
115,"[844, 8]",170,2,1,-1
116,"[844, 9]",166,158,64,-1
117,"[844, 10]",165,158,64,-1
118,"[859, 0]",18,0,0,-1
119,"[859, 1]",238,0,0,-1
120,"[859, 6]",1273,0,0,-1
121,"[859, 7]",1269,2,1,-1
122,"[859, 8]",1267,158,64,-1
123,"[859, 9]",3185,0,0,-1
124,"[859, 10]",3179,158,64,-1
125,"[859, 12]",5927,0,0,-1
126,"[859, 13]",9666,0,0,-1
127,"[859, 14]",9665,0,0,-1
128,"[859, 15]",12321,0,0,-1
129,"[859, 16]",12317,0,0,-1
130,"[859, 17]",16747,158,64,-1
131,"[859, 18]",16743,158,64,-1
132,"[859, 19]",16742,158,64,-1
133,"[871, 0]",691,54,24,0
134,"[947, 0]",13332,2,1,-1
135,"[947, 1]",13329,158,64,-1
136,"[947, 2]",13328,156,64,-1
137,"[947, 3]",11071,158,64,-1
138,"[994, 8]",2982,158,64,0
139,"[1123, 0]",22,158,64,-1
140,"[1123, 1]",238,158,64,-1
141,"[1123, 2]",235,0,0,-1
142,"[1123, 3]",233,0,0,-1
143,"[1123, 4]",225,0,0,-1
144,"[1123, 5]",219,158,64,-1
145,"[1123, 6]",215,0,0,-1
146,"[1123, 7]",716,0,0,-1
147,"[1123, 8]",715,0,0,-1
148,"[1123, 9]",714,0,0,-1
149,"[1123, 10]",709,156,64,-1
150,"[1123, 11]",706,0,0,-1
151,"[1123, 12]",660,158,64,-1
152,"[1123, 13]",659,0,0,-1
153,"[1123, 14]",647,0,0,-1
154,"[1123, 15]",634,158,64,-1
155,"[1123, 16]",2555,0,0,-1
156,"[1123, 17]",2554,0,0,-1
157,"[1123, 18]",2523,158,64,-1
158,"[1123, 19]",2519,0,0,-1
159,"[1123, 20]",2518,158,64,-1
160,"[1123, 21]",2507,158,64,-1
161,"[1123, 22]",2453,156,64,-1
162,"[1123, 23]",2377,158,64,-1
163,"[1123, 24]",2376,0,0,-1
164,"[1123, 25]",2309,0,0,-1
165,"[1123, 26]",2303,0,0,-1
166,"[1123, 27]",2300,158,64,-1
167,"[1123, 30]",3302,158,64,-1
168,"[1123, 31]",3299,0,0,-1
169,"[1123, 32]",3203,158,64,-1
170,"[1123, 33]",2939,158,64,-1
171,"[1123, 34]",2906,0,0,-1
172,"[1123, 35]",2903,156,64,-1
173,"[1123, 36]",6421,156,64,-1
174,"[1123, 37]",5234,158,64,-1
175,"[1133, 0]",39307,158,64,-1
176,"[1183, 2]",3961,156,64,0
177,"[1183, 3]",3960,158,64,0
178,"[1250, 0]",3767,156,64,-1
179,"[1265, 0]",3511,57,26,2
180,"[1265, 1]",3384,158,64,0
181,"[1265, 2]",3381,0,0,0
182,"[1265, 3]",8186,0,0,-1
183,"[1265, 4]",12039,158,64,-1
184,"[1265, 5]",12037,158,64,-1
185,"[1286, 0]",36,158,64,-1
186,"[1286, 1]",323,0,0,-1
187,"[1286, 2]",317,0,0,-1
188,"[1286, 3]",315,2,1,-1
189,"[1286, 4]",314,0,0,-1
190,"[1286, 5]",313,0,0,-1
191,"[1286, 6]",308,158,64,-1
192,"[1286, 7]",306,158,64,-1
193,"[1286, 8]",304,158,64,-1
194,"[1286, 9]",303,0,0,-1
195,"[1286, 14]",247,0,0,-1
196,"[1286, 15]",238,158,64,-1
197,"[1286, 16]",232,158,64,-1
198,"[1286, 17]",228,0,0,-1
199,"[1286, 22]",189,0,0,-1
200,"[1286, 26]",1315,158,64,-1
201,"[1286, 27]",1305,158,64,-1
202,"[1286, 45]",1208,158,64,-1
203,"[1286, 46]",1205,0,0,-1
204,"[1286, 50]",1177,158,64,-1
205,"[1286, 51]",1160,158,64,-1
206,"[1286, 52]",1159,158,64,-1
207,"[1286, 66]",1094,0,0,-1
208,"[1286, 67]",1091,0,0,-1
209,"[1286, 70]",1070,0,0,-1
210,"[1286, 71]",1065,158,64,-1
211,"[1286, 72]",1050,2,1,-1
212,"[1286, 73]",1049,0,0,-1
213,"[1286, 74]",1048,0,0,-1
214,"[1286, 86]",982,158,64,-1
215,"[1286, 87]",964,158,64,-1
216,"[1286, 88]",958,0,0,-1
217,"[1286, 99]",865,0,0,-1
218,"[1286, 100]",860,0,0,-1
219,"[1286, 101]",859,0,0,-1
220,"[1286, 102]",849,158,64,-1
221,"[1286, 103]",790,0,0,-1
222,"[1286, 104]",789,0,0,-1
223,"[1286, 105]",783,156,64,-1
224,"[1286, 106]",772,156,64,-1
225,"[1286, 107]",736,158,64,-1
226,"[1286, 108]",5336,156,64,-1
227,"[1286, 109]",5331,158,64,-1
228,"[1286, 110]",5088,0,0,-1
229,"[1286, 111]",5085,158,64,-1
230,"[1286, 112]",5082,0,0,-1
231,"[1286, 133]",4662,0,0,-1
232,"[1286, 134]",4601,41,20,-1
233,"[1286, 135]",4597,158,64,-1
234,"[1286, 149]",4327,0,0,-1
235,"[1286, 150]",4322,158,64,-1
236,"[1286, 151]",4321,0,0,-1
237,"[1286, 152]",4243,158,64,-1
238,"[1286, 153]",4238,158,64,-1
239,"[1286, 154]",4236,0,0,-1
240,"[1286, 155]",4206,0,0,-1
241,"[1286, 161]",3944,158,64,-1
242,"[1286, 187]",3388,0,0,-1
243,"[1286, 191]",3360,0,0,-1
244,"[1286, 192]",3357,158,64,-1
245,"[1286, 193]",3355,158,64,-1
246,"[1286, 194]",3351,158,64,-1
247,"[1286, 195]",3343,156,64,-1
248,"[1286, 196]",3341,156,64,-1
249,"[1286, 197]",3339,0,0,-1
250,"[1286, 198]",3338,0,0,-1
251,"[1286, 199]",3337,0,0,-1
252,"[1286, 245]",16365,0,0,-1
253,"[1286, 246]",16364,0,0,-1
254,"[1286, 247]",16363,0,0,-1
255,"[1286, 250]",16352,158,64,-1
256,"[1286, 255]",16282,2,1,-1
257,"[1286, 256]",16256,156,64,-1
258,"[1286, 260]",16174,156,64,-1
259,"[1286, 261]",16172,0,0,-1
260,"[1286, 262]",16161,158,64,-1
261,"[1286, 330]",12648,57,26,-1
262,"[1286, 333]",12473,158,64,-1
263,"[1286, 334]",12470,0,0,-1
264,"[1286, 335]",12415,0,0,-1
265,"[1286, 336]",12308,0,0,-1
266,"[1286, 389]",9546,0,0,-1
267,"[1286, 443]",33346,0,0,-1
268,"[1286, 460]",32017,158,64,-1
269,"[1286, 463]",31305,158,64,-1
270,"[1286, 484]",29375,57,26,-1
271,"[1286, 551]",24421,0,0,-1
272,"[1286, 570]",23821,0,0,-1
273,"[1286, 584]",72160,158,64,-1
274,"[1286, 679]",52684,158,64,-1
