# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[8, 0]",6625,57,26,0
1,"[8, 1]",6623,158,64,0
2,"[42, 0]",24,158,64,-1
3,"[42, 1]",22,0,0,-1
4,"[183, 0]",21356,2,1,-1
5,"[186, 0]",23,158,64,-1
6,"[208, 59]",5242,0,0,-1
7,"[208, 60]",5241,0,0,-1
8,"[208, 71]",7938,158,64,-1
9,"[208, 72]",7937,0,0,-1
10,"[208, 74]",10476,158,64,-1
11,"[243, 0]",17125,158,64,-1
12,"[249, 10]",13622,158,64,-1
13,"[250, 0]",3782,2,1,6
14,"[250, 1]",3780,158,64,-1
15,"[289, 0]",1071,158,64,2
16,"[313, 0]",25632,158,64,-1
17,"[479, 214]",16878,0,0,-1
18,"[479, 216]",29658,0,0,-1
19,"[479, 217]",29656,158,64,-1
20,"[479, 224]",29437,158,64,-1
21,"[492, 0]",1523,158,64,0
22,"[492, 1]",1522,0,0,0
23,"[492, 2]",2421,156,64,-1
24,"[492, 3]",3390,57,26,0
25,"[493, 0]",6892,0,0,-1
26,"[493, 1]",9392,2,1,1
27,"[499, 0]",4131,158,64,-1
28,"[499, 1]",3805,156,64,-1
29,"[566, 0]",34,158,64,-1
30,"[566, 1]",32,158,64,-1
31,"[566, 2]",29,158,64,-1
32,"[566, 3]",5422,158,64,-1
33,"[566, 4]",5420,0,0,-1
34,"[566, 5]",9043,158,64,-1
35,"[574, 0]",15097,158,64,-1
36,"[586, 0]",12571,158,64,-1
37,"[586, 1]",12567,158,64,-1
38,"[586, 2]",10015,158,64,-1
39,"[586, 3]",9017,0,0,-1
40,"[586, 4]",18764,158,64,-1
41,"[586, 5]",15646,158,64,-1
42,"[586, 6]",32243,0,0,12
43,"[586, 7]",31222,158,64,-1
44,"[586, 8]",31221,0,0,-1
45,"[586, 9]",31121,0,0,-1
46,"[586, 10]",28981,0,0,-1
47,"[586, 11]",59333,158,64,-1
48,"[586, 12]",58098,158,64,-1
49,"[586, 13]",57996,54,24,3
50,"[586, 14]",57676,158,64,-1
51,"[586, 15]",52649,0,0,-1
52,"[586, 16]",111664,158,64,7
53,"[586, 17]",103637,158,64,-1
54,"[586, 18]",90652,0,0,-1
55,"[586, 19]",74885,0,0,3
56,"[586, 20]",73586,158,64,-1
57,"[586, 21]",73584,0,0,-1
58,"[586, 22]",124482,41,18,6
59,"[586, 23]",123959,158,64,0
60,"[586, 24]",120123,158,64,2
61,"[586, 25]",164650,156,64,4
62,"[586, 26]",206406,0,0,0
63,"[586, 27]",207274,51,24,0
64,"[610, 0]",1438,158,64,0
65,"[610, 1]",14161,0,0,-1
66,"[610, 2]",17795,158,64,-1
67,"[659, 0]",1119,158,64,-1
68,"[675, 121]",147092,156,64,-1
69,"[675, 122]",147090,0,0,-1
70,"[675, 164]",217021,0,0,-1
71,"[684, 0]",1680,2,1,-1
72,"[692, 0]",810,0,0,0
73,"[692, 1]",1863,156,64,0
74,"[692, 2]",2466,158,64,0
75,"[705, 0]",1209,0,0,0
76,"[705, 1]",1207,0,0,0
77,"[705, 2]",2574,0,0,-1
78,"[705, 3]",2559,156,64,19
79,"[705, 4]",3236,2,1,2
80,"[972, 12]",7885,0,0,7
81,"[972, 13]",8719,0,0,0
82,"[972, 14]",8718,0,0,0
83,"[972, 15]",11667,0,0,0
84,"[972, 16]",11663,2,1,0
85,"[972, 17]",11807,0,0,0
86,"[972, 18]",11805,0,0,0
87,"[972, 19]",12499,41,18,0
88,"[972, 20]",12483,158,64,0
89,"[1164, 113]",21065,156,64,-1
90,"[1164, 117]",20700,0,0,-1
91,"[1164, 118]",20699,0,0,-1
92,"[1164, 119]",31194,158,64,-1
93,"[1183, 0]",5343,158,64,-1
94,"[1183, 1]",5342,0,0,-1
95,"[1183, 2]",6390,0,0,-1
96,"[1183, 3]",7777,2,1,-1
97,"[1190, 0]",591,158,64,-1
98,"[1235, 0]",1116,158,64,0
99,"[1235, 1]",1115,57,26,0
100,"[1259, 0]",15729,0,0,-1
101,"[1259, 1]",14695,158,64,-1
102,"[1259, 2]",14692,0,0,-1
103,"[1259, 3]",10321,158,64,-1
104,"[1259, 4]",32140,0,0,-1
105,"[1259, 5]",32135,158,64,-1
106,"[1259, 6]",32131,158,64,-1
107,"[1259, 7]",32129,158,64,-1
108,"[1259, 8]",32128,156,64,-1
109,"[1259, 9]",32126,0,0,-1
110,"[1259, 10]",32125,0,0,-1
111,"[1259, 11]",32119,158,64,-1
112,"[1259, 12]",32118,0,0,-1
113,"[1259, 13]",32117,0,0,-1
114,"[1259, 14]",32115,0,0,-1
115,"[1259, 15]",32099,0,0,-1
116,"[1259, 16]",32092,0,0,0
117,"[1259, 17]",32087,0,0,0
118,"[1259, 18]",80300,0,0,0
119,"[1259, 19]",44843,158,64,0
120,"[1259, 20]",44840,0,0,0
121,"[1259, 21]",44839,0,0,0
