# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[9, 0]",3099,158,64,-1
1,"[9, 1]",3098,0,0,-1
2,"[9, 2]",4581,158,64,-1
3,"[9, 3]",4579,0,0,-1
4,"[9, 4]",8511,158,64,-1
5,"[48, 0]",1599,158,64,-1
6,"[70, 0]",2351,0,0,-1
7,"[70, 1]",3904,0,0,3
8,"[70, 2]",3987,55,26,0
9,"[155, 0]",2893,156,64,0
10,"[170, 0]",2771,158,64,0
11,"[170, 1]",2768,0,0,0
12,"[170, 2]",6867,0,0,-1
13,"[170, 3]",6865,0,0,-1
14,"[170, 4]",6864,0,0,1
15,"[170, 5]",18189,2,1,0
16,"[170, 6]",13262,158,64,0
17,"[170, 7]",13259,0,0,1
18,"[170, 8]",13246,64,29,2
19,"[170, 9]",10854,0,0,0
20,"[170, 10]",9861,0,0,0
21,"[170, 11]",9860,41,18,0
22,"[170, 12]",24763,2,1,-1
23,"[170, 13]",24511,156,64,0
24,"[170, 14]",24208,158,64,0
25,"[170, 15]",27947,57,26,0
26,"[266, 0]",960,41,18,0
27,"[266, 1]",959,0,0,0
28,"[266, 2]",697,0,0,0
29,"[266, 3]",3029,2,1,0
30,"[266, 4]",2809,2,1,0
31,"[266, 5]",8642,41,18,0
32,"[270, 19]",858,0,0,-1
33,"[270, 20]",2093,0,0,-1
34,"[270, 21]",2092,158,64,-1
35,"[270, 30]",1806,0,0,-1
36,"[270, 37]",3578,158,64,-1
37,"[270, 50]",4668,0,0,-1
38,"[270, 54]",6061,0,0,-1
39,"[270, 55]",6060,0,0,-1
40,"[270, 56]",7292,0,0,-1
41,"[270, 57]",7288,0,0,-1
42,"[270, 58]",8525,0,0,-1
43,"[270, 59]",8518,158,64,-1
44,"[270, 60]",8517,0,0,-1
45,"[287, 0]",891,158,64,-1
46,"[287, 1]",886,158,64,-1
47,"[287, 2]",885,0,0,-1
48,"[287, 3]",1657,158,64,-1
49,"[287, 4]",1656,158,64,-1
50,"[349, 1]",6780,156,64,-1
51,"[349, 2]",5636,156,64,-1
52,"[357, 0]",29,0,0,-1
53,"[357, 6]",94,157,64,-1
54,"[357, 10]",2045,158,64,-1
55,"[357, 13]",2589,41,20,-1
56,"[398, 0]",1572,156,64,-1
57,"[465, 0]",1285,158,64,-1
58,"[469, 0]",966,158,64,-1
59,"[537, 0]",15,158,64,-1
60,"[537, 1]",13,158,64,-1
61,"[537, 2]",12,158,64,-1
62,"[581, 0]",6515,158,64,-1
63,"[581, 1]",15580,158,64,-1
64,"[709, 0]",22,158,64,-1
65,"[709, 1]",20,156,64,-1
66,"[709, 2]",19,0,0,-1
67,"[709, 3]",106,158,64,-1
68,"[710, 0]",4652,158,64,-1
69,"[710, 1]",57309,2,1,-1
70,"[710, 2]",57308,158,64,-1
71,"[710, 3]",55824,156,64,-1
72,"[710, 4]",55822,158,64,-1
73,"[710, 5]",49121,0,0,-1
74,"[710, 6]",39791,2,1,-1
75,"[710, 7]",39546,158,64,-1
76,"[710, 8]",38958,53,24,-1
77,"[710, 9]",38957,0,0,-1
78,"[710, 11]",35336,0,0,-1
79,"[710, 12]",27894,0,0,-1
80,"[710, 13]",70066,0,0,-1
81,"[710, 14]",67863,158,64,-1
82,"[710, 15]",67855,158,64,-1
83,"[710, 16]",300427,158,64,-1
84,"[710, 17]",296161,0,0,-1
85,"[710, 18]",274522,158,64,-1
86,"[710, 19]",274521,158,64,-1
87,"[710, 20]",257160,158,64,-1
88,"[710, 21]",253590,0,0,-1
89,"[710, 22]",227103,158,64,-1
90,"[710, 23]",209887,158,64,-1
91,"[710, 24]",209886,158,64,-1
92,"[710, 25]",204728,158,64,-1
93,"[710, 27]",192415,2,1,-1
94,"[710, 28]",190400,156,64,-1
95,"[710, 29]",183016,158,64,-1
96,"[710, 33]",156125,158,64,-1
97,"[710, 34]",156123,158,64,-1
98,"[710, 36]",139622,156,64,-1
99,"[710, 37]",136453,2,1,-1
100,"[710, 38]",121803,158,64,-1
101,"[710, 39]",121800,158,64,-1
102,"[710, 40]",121799,0,0,-1
103,"[710, 44]",360330,2,1,-1
104,"[710, 47]",313139,158,64,-1
105,"[710, 48]",313137,0,0,-1
106,"[710, 49]",305052,158,64,-1
107,"[710, 50]",305045,158,64,-1
108,"[710, 51]",305044,0,0,-1
109,"[710, 55]",739573,156,64,-1
110,"[710, 57]",739476,156,64,-1
111,"[710, 58]",739474,158,64,-1
112,"[710, 59]",739473,0,0,-1
113,"[710, 60]",739466,2,1,-1
114,"[710, 61]",732177,158,64,-1
115,"[710, 62]",685061,158,64,-1
116,"[710, 63]",637919,0,0,-1
117,"[710, 64]",637918,0,0,-1
118,"[710, 69]",611953,156,64,-1
119,"[710, 70]",611937,158,64,-1
120,"[710, 71]",574642,0,0,-1
121,"[710, 73]",449827,158,64,-1
122,"[710, 74]",439898,158,64,-1
123,"[710, 77]",418360,158,64,-1
124,"[710, 78]",398431,158,64,-1
125,"[710, 83]",791585,158,64,-1
126,"[710, 87]",776510,156,64,-1
127,"[710, 88]",755327,0,0,-1
128,"[710, 89]",755324,2,1,-1
129,"[710, 90]",1156391,0,0,-1
130,"[710, 91]",1156390,0,0,-1
131,"[710, 92]",1156371,158,64,-1
132,"[710, 93]",1156369,158,64,-1
133,"[710, 94]",1156368,158,64,-1
134,"[710, 95]",1138204,158,64,-1
135,"[710, 96]",1137490,158,64,-1
136,"[710, 101]",1057233,2,1,-1
137,"[710, 105]",1032531,2,1,-1
138,"[710, 106]",987353,158,64,-1
139,"[710, 109]",836620,158,64,-1
140,"[710, 115]",1164437,158,64,-1
141,"[726, 0]",1887,41,20,-1
142,"[739, 0]",9218,0,0,0
143,"[739, 1]",9217,0,0,0
144,"[739, 2]",9215,0,0,0
145,"[739, 3]",9214,0,0,0
146,"[739, 4]",11370,37,18,0
147,"[739, 5]",11366,0,0,0
148,"[739, 6]",11363,59,28,0
149,"[739, 7]",11359,156,64,0
150,"[739, 8]",17175,2,1,0
151,"[787, 0]",10499,0,0,-1
152,"[787, 1]",17225,2,1,15
153,"[892, 0]",692,156,64,-1
154,"[947, 0]",28046,2,1,0
155,"[947, 1]",38104,41,18,0
156,"[947, 2]",38102,41,18,0
157,"[955, 17]",1076,0,0,-1
158,"[955, 32]",1005,158,64,-1
159,"[955, 33]",1002,158,64,-1
160,"[955, 36]",2910,2,1,-1
161,"[955, 37]",2909,158,64,-1
162,"[955, 41]",2792,0,0,-1
163,"[955, 42]",2791,0,0,-1
164,"[955, 56]",2715,158,64,-1
165,"[955, 57]",2714,0,0,-1
166,"[955, 64]",2614,158,64,-1
167,"[955, 65]",2613,158,64,-1
168,"[955, 66]",2610,0,0,-1
169,"[955, 67]",2587,158,64,-1
170,"[955, 68]",2543,0,0,-1
171,"[955, 69]",2542,0,0,-1
172,"[955, 81]",2337,0,0,-1
173,"[955, 83]",5849,0,0,-1
174,"[955, 87]",5584,158,64,-1
175,"[955, 88]",5582,0,0,-1
176,"[955, 91]",5378,158,64,-1
177,"[955, 92]",5374,0,0,-1
178,"[955, 93]",5258,158,64,-1
179,"[955, 94]",5257,158,64,-1
180,"[955, 95]",5255,0,0,-1
181,"[955, 98]",4978,156,64,-1
182,"[955, 107]",4871,0,0,-1
183,"[955, 108]",4870,0,0,-1
184,"[955, 111]",4771,0,0,-1
185,"[955, 112]",4709,158,64,-1
186,"[955, 113]",4704,158,64,-1
187,"[955, 114]",4702,158,64,-1
188,"[955, 115]",4700,0,0,-1
189,"[955, 116]",4693,158,64,-1
190,"[955, 117]",4665,2,1,-1
191,"[955, 118]",10557,158,64,-1
192,"[955, 119]",10496,158,64,-1
193,"[955, 121]",10103,0,0,-1
194,"[955, 126]",9440,158,64,-1
195,"[955, 127]",9439,0,0,-1
196,"[955, 128]",9290,0,0,-1
197,"[955, 131]",8114,0,0,-1
198,"[955, 135]",7267,0,0,-1
199,"[955, 136]",14799,156,64,-1
200,"[955, 137]",14342,156,64,-1
201,"[955, 138]",14341,0,0,-1
202,"[955, 140]",13948,2,1,-1
203,"[955, 141]",13490,0,0,-1
204,"[955, 144]",12896,158,64,-1
205,"[955, 150]",16485,156,64,-1
206,"[1055, 0]",1189,158,64,-1
207,"[1071, 0]",14426,158,64,-1
208,"[1131, 0]",4331,2,1,1
209,"[1131, 1]",4262,0,0,0
210,"[1131, 2]",9402,158,64,0
211,"[1137, 0]",11,158,64,-1
212,"[1145, 0]",1319,41,18,0
213,"[1145, 1]",1318,0,0,0
214,"[1145, 2]",1998,0,0,0
215,"[1145, 3]",3363,158,64,0
216,"[1159, 0]",1855,158,64,-1
217,"[1224, 0]",1221,41,18,0
218,"[1224, 1]",1218,0,0,0
219,"[1224, 2]",3856,158,64,0
220,"[1249, 0]",10,0,0,0
221,"[1249, 1]",9,0,0,0
222,"[1249, 2]",130,41,18,0
