# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[45, 0]",25,158,64,-1
1,"[45, 22]",1292,156,64,-1
2,"[45, 26]",2180,158,64,-1
3,"[68, 0]",4080,158,64,0
4,"[68, 1]",4078,0,0,0
5,"[68, 2]",5417,0,0,0
6,"[68, 3]",6038,57,26,0
7,"[94, 0]",8867,0,0,0
8,"[94, 1]",9676,158,64,0
9,"[129, 0]",12,158,64,-1
10,"[173, 0]",20200,2,1,3
11,"[173, 1]",35288,158,64,28
12,"[178, 0]",1384,0,0,-1
13,"[178, 1]",1383,158,64,-1
14,"[178, 2]",2991,2,1,-1
15,"[254, 0]",140459,158,64,-1
16,"[254, 1]",133497,0,0,-1
17,"[254, 2]",149238,2,1,-1
18,"[396, 0]",777,158,64,-1
19,"[406, 0]",4824,0,0,0
20,"[406, 1]",7123,63,28,0
21,"[406, 2]",8283,158,64,-1
22,"[443, 59]",1918,0,0,-1
23,"[443, 61]",1909,0,0,-1
24,"[443, 78]",5318,0,0,-1
25,"[443, 89]",5109,156,64,-1
26,"[443, 90]",5107,158,64,1
27,"[443, 91]",5106,0,0,-1
28,"[443, 92]",5105,158,64,-1
29,"[443, 93]",5103,0,0,3
30,"[443, 94]",5101,0,0,1
31,"[443, 104]",4923,0,0,-1
32,"[443, 105]",4922,0,0,-1
33,"[443, 106]",4914,0,0,-1
34,"[443, 109]",4871,0,0,-1
35,"[443, 110]",4870,0,0,-1
36,"[443, 111]",4869,158,64,-1
37,"[443, 114]",4802,0,0,-1
38,"[443, 115]",4798,0,0,-1
39,"[443, 117]",4768,0,0,-1
40,"[443, 122]",4721,0,0,-1
41,"[443, 123]",4713,0,0,-1
42,"[443, 134]",4581,0,0,-1
43,"[443, 135]",4566,158,64,-1
44,"[443, 136]",4564,0,0,-1
45,"[443, 137]",4386,156,64,-1
46,"[443, 138]",4382,0,0,3
47,"[443, 139]",4381,0,0,-1
48,"[443, 169]",4133,2,1,-1
49,"[443, 195]",3671,2,1,-1
50,"[443, 196]",3656,158,64,-1
51,"[443, 197]",3655,158,64,-1
52,"[443, 198]",3651,2,1,-1
53,"[443, 200]",3638,158,64,-1
54,"[443, 208]",13303,2,1,-1
55,"[443, 215]",12042,156,64,-1
56,"[443, 216]",12041,158,64,-1
57,"[443, 219]",12008,2,1,-1
58,"[443, 222]",11893,0,0,-1
59,"[443, 237]",11587,0,0,-1
60,"[443, 240]",11457,2,1,-1
61,"[443, 241]",11456,2,1,-1
62,"[443, 242]",11453,0,0,-1
63,"[443, 252]",11271,156,64,-1
64,"[443, 253]",11267,158,64,-1
65,"[443, 254]",11265,0,0,-1
66,"[443, 267]",10866,158,64,0
67,"[443, 268]",10865,158,64,0
68,"[443, 269]",10861,2,1,0
69,"[443, 270]",10858,0,0,0
70,"[443, 271]",10857,2,1,0
71,"[443, 272]",10856,0,0,0
72,"[443, 273]",10855,0,0,0
73,"[443, 274]",10845,156,64,3
74,"[443, 275]",10844,0,0,-1
75,"[443, 276]",10842,0,0,-1
76,"[443, 277]",10839,0,0,-1
77,"[443, 278]",10761,2,1,-1
78,"[443, 279]",10678,156,64,-1
79,"[443, 284]",10627,0,0,-1
80,"[443, 285]",10626,0,0,-1
81,"[443, 287]",10617,158,64,-1
82,"[443, 288]",10615,0,0,-1
83,"[443, 289]",10614,0,0,-1
84,"[443, 301]",10031,0,0,-1
85,"[443, 302]",10030,158,64,-1
86,"[443, 303]",10029,0,0,-1
87,"[443, 304]",9993,158,64,-1
88,"[443, 305]",9985,158,64,-1
89,"[443, 306]",9984,158,64,-1
90,"[443, 307]",9981,0,0,-1
91,"[443, 308]",9975,0,0,-1
92,"[443, 309]",9687,0,0,-1
93,"[443, 310]",9686,0,0,-1
94,"[443, 311]",9495,158,64,-1
95,"[443, 312]",9493,0,0,-1
96,"[443, 313]",9489,2,1,-1
97,"[443, 317]",9378,158,64,-1
98,"[443, 318]",9374,158,64,-1
99,"[443, 321]",9267,158,64,-1
100,"[443, 322]",9222,0,0,5
101,"[443, 323]",9217,0,0,-1
102,"[443, 341]",8609,57,26,0
103,"[443, 342]",8607,0,0,0
104,"[443, 343]",8605,0,0,0
105,"[443, 344]",8601,0,0,0
106,"[443, 345]",8600,0,0,0
107,"[443, 346]",8593,158,64,4
108,"[443, 351]",8079,0,0,5
109,"[443, 352]",8078,158,64,-1
110,"[443, 356]",33979,0,0,0
111,"[443, 357]",33977,0,0,0
112,"[443, 358]",33976,0,0,0
113,"[443, 364]",32099,158,64,0
114,"[443, 365]",32098,0,0,0
115,"[443, 366]",32093,0,0,0
116,"[443, 367]",32071,41,18,0
117,"[443, 368]",32069,41,18,0
118,"[443, 369]",32066,0,0,0
119,"[443, 370]",32065,0,0,0
120,"[443, 371]",32064,0,0,0
121,"[443, 372]",32063,0,0,0
122,"[443, 373]",32045,41,18,0
123,"[443, 376]",30681,0,0,-1
124,"[443, 377]",30677,158,64,-1
125,"[443, 382]",30028,2,1,-1
126,"[443, 383]",29479,2,1,-1
127,"[443, 384]",29451,158,64,0
128,"[443, 385]",29449,0,0,0
129,"[443, 386]",29448,0,0,0
130,"[443, 389]",28104,158,64,-1
131,"[443, 390]",26831,158,64,-1
132,"[443, 391]",26830,156,64,-1
133,"[443, 392]",26780,156,64,-1
134,"[443, 393]",26752,2,1,-1
135,"[443, 394]",26751,156,64,-1
136,"[443, 395]",26746,0,0,-1
137,"[443, 396]",26709,156,64,-1
138,"[443, 397]",26707,158,64,-1
139,"[443, 398]",26697,158,64,-1
140,"[443, 403]",24910,0,0,-1
141,"[443, 411]",23658,0,0,-1
142,"[443, 412]",23657,0,0,-1
143,"[443, 413]",23654,158,64,-1
144,"[443, 414]",23652,156,64,-1
145,"[443, 415]",23270,156,64,-1
146,"[443, 416]",23265,57,26,12
147,"[443, 417]",23204,0,0,0
148,"[443, 418]",23199,158,64,2
149,"[443, 419]",23192,158,64,0
150,"[443, 421]",21749,0,0,-1
151,"[443, 430]",21563,0,0,-1
152,"[443, 434]",20569,158,64,-1
153,"[443, 435]",20567,158,64,-1
154,"[443, 438]",20348,2,1,-1
155,"[443, 443]",20028,158,64,-1
156,"[443, 461]",19011,0,0,-1
157,"[443, 467]",18932,158,64,-1
158,"[443, 478]",49013,158,64,-1
159,"[443, 479]",49010,0,0,-1
160,"[443, 501]",45811,0,0,-1
161,"[443, 502]",44043,158,64,0
162,"[443, 505]",43585,158,64,-1
163,"[443, 510]",41957,0,0,-1
164,"[443, 512]",38498,158,64,0
165,"[443, 513]",38495,158,64,0
166,"[443, 516]",37607,158,64,-1
167,"[443, 517]",37604,158,64,-1
