# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[6, 0]",14,158,64,-1
1,"[26, 68]",2926,0,0,-1
2,"[26, 80]",7037,0,0,-1
3,"[26, 81]",7034,2,1,-1
4,"[26, 82]",7031,156,64,-1
5,"[26, 89]",6881,0,0,-1
6,"[26, 99]",8663,158,64,-1
7,"[26, 100]",8661,0,0,-1
8,"[26, 108]",8237,2,1,-1
9,"[26, 115]",13879,158,64,-1
10,"[26, 116]",13877,158,64,-1
11,"[79, 0]",18,0,0,0
12,"[79, 1]",15,0,0,0
13,"[79, 2]",14,0,0,0
14,"[79, 3]",56,0,0,14
15,"[79, 4]",49,158,64,8
16,"[79, 5]",34,158,64,11
17,"[79, 6]",298,158,64,0
18,"[124, 0]",28,0,0,-1
19,"[124, 1]",27,0,0,-1
20,"[124, 2]",26,0,0,-1
21,"[124, 7]",97,2,1,-1
22,"[124, 8]",95,0,0,-1
23,"[124, 9]",1025,158,64,-1
24,"[191, 0]",1061,0,0,0
25,"[191, 1]",3364,156,64,0
26,"[199, 0]",6106,64,29,0
27,"[199, 1]",6104,41,18,0
28,"[243, 0]",2399,0,0,0
29,"[243, 1]",3905,2,1,0
30,"[243, 2]",10135,0,0,0
31,"[243, 3]",11277,2,1,0
32,"[255, 0]",9327,2,1,0
33,"[255, 1]",9325,0,0,0
34,"[255, 2]",11388,158,64,0
35,"[255, 3]",31163,0,0,0
36,"[255, 4]",17989,158,64,0
37,"[255, 5]",17988,156,64,0
38,"[255, 6]",39857,158,64,0
39,"[255, 7]",84914,0,0,0
40,"[255, 8]",79283,158,64,0
41,"[255, 9]",52498,0,0,0
42,"[255, 10]",52495,0,0,0
43,"[255, 11]",48060,0,0,0
44,"[255, 12]",100533,57,26,0
45,"[255, 13]",99704,156,64,0
46,"[255, 14]",99690,2,1,2
47,"[255, 15]",92781,0,0,0
48,"[255, 16]",144587,0,0,0
49,"[255, 17]",143288,158,64,0
50,"[255, 18]",139268,0,0,0
51,"[255, 19]",111883,158,64,0
52,"[255, 20]",111880,0,0,0
53,"[255, 21]",152778,2,1,0
54,"[255, 22]",150003,158,64,61
55,"[255, 23]",149195,156,64,0
56,"[255, 24]",180253,0,0,0
57,"[255, 25]",186693,2,1,0
58,"[256, 4]",157459,2,1,-1
59,"[271, 0]",1891,58,26,-1
60,"[339, 0]",15964,158,64,-1
61,"[339, 1]",15962,0,0,0
62,"[339, 2]",14510,158,64,0
63,"[339, 3]",24835,54,24,0
64,"[339, 4]",30653,158,64,13
65,"[390, 0]",7160,158,64,-1
66,"[450, 11]",2139,0,0,-1
67,"[450, 12]",2138,0,0,-1
68,"[450, 13]",4600,158,64,-1
69,"[450, 14]",4599,158,64,-1
70,"[450, 15]",4597,158,64,-1
71,"[450, 16]",4591,0,0,-1
72,"[450, 20]",5264,0,0,-1
73,"[450, 21]",6835,2,1,-1
74,"[454, 0]",1022,54,24,0
75,"[454, 1]",1020,158,64,0
76,"[486, 0]",752,0,0,-1
77,"[486, 1]",1953,158,64,-1
78,"[533, 0]",1110,158,64,0
79,"[543, 387]",32707,0,0,-1
80,"[543, 532]",38736,156,64,-1
