# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[3, 0]",1442,0,0,0
1,"[3, 1]",2737,41,18,0
2,"[20, 0]",2105,158,64,-1
3,"[38, 0]",669,0,0,0
4,"[38, 1]",666,0,0,0
5,"[38, 2]",2115,0,0,0
6,"[38, 3]",2089,57,26,3
7,"[38, 4]",2751,158,64,0
8,"[162, 0]",653,2,1,0
9,"[162, 1]",650,0,0,0
10,"[162, 2]",649,0,0,0
11,"[162, 3]",648,0,0,0
12,"[162, 4]",2034,158,64,0
13,"[162, 5]",2033,2,1,0
14,"[162, 6]",2025,158,64,0
15,"[162, 7]",2019,158,64,0
16,"[228, 0]",19,158,64,-1
17,"[228, 1]",18,0,0,-1
18,"[292, 0]",388,156,64,0
19,"[292, 1]",386,158,64,0
20,"[475, 39]",41759,0,0,-1
21,"[475, 44]",66449,0,0,-1
22,"[475, 49]",67605,0,0,-1
23,"[475, 52]",79058,0,0,-1
24,"[475, 53]",79423,158,64,-1
25,"[543, 1]",289,156,64,-1
26,"[543, 2]",285,0,0,-1
27,"[543, 5]",983,0,0,-1
28,"[543, 14]",10765,158,64,-1
29,"[583, 0]",14,0,0,-1
30,"[583, 1]",178,158,64,-1
31,"[583, 2]",177,158,64,-1
32,"[584, 0]",9902,2,1,-1
33,"[603, 0]",424,156,64,0
34,"[603, 1]",423,2,1,0
35,"[605, 0]",1442,0,0,17
36,"[605, 1]",1440,0,0,-1
37,"[605, 2]",6569,0,0,-1
38,"[605, 3]",6554,158,64,-1
39,"[605, 4]",9325,158,64,-1
40,"[621, 30]",3118,0,0,-1
41,"[621, 35]",3496,0,0,-1
42,"[621, 37]",4022,156,64,-1
43,"[629, 3]",9730,158,64,-1
44,"[725, 5]",3203,0,0,-1
45,"[725, 6]",5454,156,64,-1
46,"[725, 7]",5451,156,64,-1
47,"[778, 0]",368,0,0,1
48,"[778, 1]",461,158,64,0
49,"[788, 0]",2139,13,6,0
50,"[788, 1]",2137,0,0,0
51,"[788, 2]",2769,2,1,0
52,"[834, 0]",568,158,64,-1
53,"[912, 0]",10286,0,0,0
54,"[912, 1]",10285,0,0,0
55,"[912, 2]",18862,64,29,0
56,"[912, 3]",18859,2,1,0
57,"[912, 4]",19337,41,18,0
58,"[912, 5]",19336,41,18,0
59,"[938, 0]",7255,156,64,0
60,"[969, 0]",4665,158,64,0
61,"[969, 1]",4664,0,0,0
62,"[969, 2]",4663,0,0,0
63,"[969, 3]",4662,0,0,0
64,"[969, 4]",8353,41,18,0
65,"[969, 5]",8350,0,0,0
66,"[969, 6]",8349,0,0,0
67,"[969, 7]",8348,0,0,0
68,"[969, 8]",8347,0,0,0
69,"[969, 10]",8339,158,64,0
70,"[969, 11]",12751,158,64,0
71,"[969, 12]",12750,2,1,0
72,"[969, 13]",12749,0,0,0
73,"[969, 14]",12746,0,0,0
74,"[969, 15]",12743,2,1,0
75,"[969, 16]",12735,41,18,0
76,"[969, 17]",12734,158,64,0
77,"[969, 18]",12729,0,0,0
78,"[969, 19]",17174,158,64,0
79,"[969, 20]",17069,41,18,0
80,"[969, 21]",17066,0,0,0
81,"[969, 22]",17058,2,1,0
82,"[969, 23]",17038,0,0,0
83,"[969, 24]",21102,41,18,0
84,"[969, 25]",21012,158,64,-1
85,"[969, 26]",21011,0,0,-1
86,"[969, 27]",22695,0,0,-1
87,"[969, 28]",24000,158,64,-1
88,"[979, 0]",14177,158,64,-1
89,"[979, 1]",7394,158,64,-1
90,"[979, 2]",42853,156,64,4
91,"[979, 3]",42850,0,0,-1
92,"[979, 4]",41788,158,64,-1
93,"[979, 5]",33454,0,0,-1
94,"[979, 6]",25140,55,26,5
95,"[979, 7]",24462,0,0,5
96,"[979, 8]",76776,158,64,0
97,"[979, 9]",69845,158,64,-1
98,"[979, 10]",60479,158,64,3
99,"[979, 11]",60478,0,0,1
100,"[979, 12]",60476,0,0,-1
101,"[979, 13]",211397,158,64,-1
102,"[979, 14]",207466,0,0,4
103,"[979, 15]",207446,158,64,1
104,"[979, 16]",204465,2,1,-1
105,"[979, 17]",204464,158,64,-1
106,"[979, 18]",202143,158,64,0
107,"[979, 19]",202141,0,0,0
108,"[979, 20]",200737,0,0,2
109,"[979, 21]",188955,158,64,-1
110,"[979, 22]",188953,0,0,2
111,"[979, 23]",172362,156,64,-1
112,"[979, 24]",165506,0,0,-1
113,"[979, 25]",165487,0,0,-1
114,"[979, 26]",137574,158,64,-1
115,"[979, 27]",133120,158,64,7
116,"[979, 28]",133118,0,0,-1
117,"[979, 29]",133117,0,0,1
118,"[979, 30]",133116,0,0,1
119,"[979, 31]",133115,0,0,1
120,"[979, 32]",133112,0,0,1
121,"[979, 33]",130571,156,64,0
122,"[979, 34]",130569,0,0,0
123,"[979, 35]",108460,158,64,-1
124,"[979, 36]",101447,0,0,-1
