# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[63, 7]",5000,0,0,-1
1,"[63, 11]",4896,156,64,-1
2,"[63, 12]",9010,0,0,-1
3,"[63, 13]",8963,2,1,-1
4,"[63, 14]",8962,0,0,-1
5,"[63, 16]",9376,158,64,-1
6,"[63, 17]",9172,156,64,-1
7,"[115, 0]",905,41,18,0
8,"[115, 1]",904,0,0,0
9,"[115, 2]",1854,51,24,0
10,"[140, 0]",24,158,64,-1
11,"[140, 1]",23,0,0,-1
12,"[140, 2]",208,0,0,-1
13,"[140, 3]",1336,156,64,-1
14,"[140, 4]",4727,0,0,0
15,"[140, 5]",7031,2,1,5
16,"[239, 0]",2641,2,1,-1
17,"[256, 0]",1377,57,26,-1
18,"[256, 1]",14946,158,64,0
19,"[256, 2]",14943,0,0,0
20,"[256, 3]",18303,0,0,0
21,"[256, 4]",26159,156,64,0
22,"[348, 0]",985,158,64,-1
23,"[415, 0]",2213,53,24,0
24,"[415, 1]",2211,158,64,0
25,"[470, 5]",183,0,0,-1
26,"[470, 6]",182,0,0,-1
27,"[470, 8]",2857,51,24,-1
28,"[470, 9]",2848,0,0,-1
29,"[477, 23]",1836,0,0,-1
30,"[477, 26]",2542,0,0,-1
31,"[477, 27]",2541,0,0,-1
32,"[477, 32]",6915,0,0,-1
33,"[477, 33]",6914,158,64,-1
34,"[477, 35]",7509,158,64,-1
35,"[565, 0]",815,158,64,0
36,"[582, 0]",5533,158,64,-1
37,"[683, 0]",3755,2,1,0
38,"[683, 1]",3754,0,0,0
39,"[683, 2]",3753,0,0,0
40,"[683, 3]",5468,158,64,0
41,"[683, 4]",5465,158,64,0
42,"[762, 0]",487,158,64,-1
43,"[779, 5]",21978,158,64,-1
44,"[779, 7]",76808,158,64,-1
45,"[779, 8]",76806,158,64,-1
46,"[794, 0]",1678,156,64,-1
47,"[830, 0]",13708,55,26,3
48,"[902, 0]",1438,0,0,0
49,"[902, 1]",2777,158,64,5
50,"[918, 0]",736,158,64,0
51,"[918, 1]",735,41,18,0
52,"[945, 2]",44785,156,64,-1
53,"[945, 3]",124811,158,64,-1
54,"[1019, 427]",4156,0,0,-1
55,"[1019, 435]",4073,0,0,-1
56,"[1019, 436]",22955,0,0,-1
