# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[3, 0]",578,2,1,0
1,"[56, 3]",2566,156,64,-1
2,"[56, 4]",2564,158,64,-1
3,"[146, 0]",14,0,0,-1
4,"[146, 1]",13,0,0,-1
5,"[146, 3]",69,158,64,-1
6,"[146, 4]",68,158,64,-1
7,"[251, 4]",4556,57,26,12
8,"[251, 5]",4555,41,18,0
9,"[329, 0]",14391,158,64,-1
10,"[329, 1]",35883,0,0,-1
11,"[329, 2]",41266,57,26,9
12,"[329, 3]",68868,2,1,-1
13,"[336, 0]",1037,158,64,-1
14,"[336, 1]",1036,158,64,-1
15,"[336, 2]",1034,158,64,-1
16,"[367, 0]",1041,158,64,-1
17,"[457, 0]",4860,158,64,0
18,"[572, 0]",7560,158,64,-1
19,"[572, 1]",7559,0,0,-1
20,"[572, 2]",7622,158,64,-1
21,"[595, 0]",1219,158,64,0
22,"[595, 1]",1217,0,0,0
23,"[595, 2]",2072,158,64,0
24,"[606, 0]",14998,156,64,-1
25,"[606, 1]",9189,0,0,-1
26,"[606, 2]",19617,0,0,1
27,"[606, 3]",19616,158,64,2
28,"[606, 4]",22509,0,0,1
29,"[606, 5]",37957,158,64,0
30,"[606, 6]",37954,0,0,0
31,"[606, 7]",38819,0,0,0
32,"[606, 8]",51258,41,18,0
33,"[606, 9]",52976,2,1,4
34,"[668, 0]",11794,156,64,0
35,"[668, 1]",11792,156,64,0
36,"[668, 2]",32060,2,1,0
37,"[668, 3]",32059,0,0,0
38,"[668, 4]",20131,156,64,0
39,"[668, 5]",20129,0,0,0
40,"[668, 6]",36853,158,64,0
41,"[668, 7]",34260,41,18,0
42,"[668, 8]",38205,2,1,0
43,"[668, 9]",38204,158,64,0
44,"[715, 0]",2556,158,64,-1
45,"[771, 0]",764,0,0,-1
46,"[771, 1]",2527,158,64,1
47,"[781, 0]",5589,156,64,0
48,"[820, 0]",6557,158,64,-1
49,"[822, 0]",1297,156,64,-1
50,"[822, 1]",1295,2,1,-1
51,"[849, 0]",9902,158,64,-1
52,"[849, 1]",7452,158,64,-1
53,"[849, 2]",7451,0,0,2
54,"[849, 3]",17382,0,0,-1
55,"[849, 4]",26220,2,1,-1
56,"[849, 5]",19941,0,0,3
57,"[849, 6]",32325,158,64,0
58,"[889, 0]",18,158,64,-1
59,"[889, 1]",17,156,64,-1
60,"[889, 2]",16,158,64,-1
61,"[889, 3]",12,0,0,-1
62,"[889, 4]",502,158,64,-1
63,"[889, 5]",498,158,64,-1
64,"[889, 6]",492,0,0,-1
65,"[889, 7]",491,0,0,-1
66,"[889, 8]",1029,156,64,-1
67,"[889, 9]",1021,158,64,-1
68,"[889, 10]",964,0,0,-1
69,"[889, 11]",5351,0,0,-1
70,"[889, 12]",5662,158,64,-1
71,"[889, 13]",5661,156,64,-1
72,"[897, 0]",2404,158,64,-1
73,"[912, 0]",5110,57,26,0
74,"[920, 0]",832,158,64,-1
75,"[930, 0]",4028,0,0,-1
76,"[930, 1]",7016,0,0,1
77,"[930, 2]",7160,158,64,0
78,"[950, 0]",19,156,64,0
79,"[950, 1]",18,0,0,0
80,"[950, 2]",17,0,0,0
81,"[950, 3]",163,41,18,0
82,"[950, 4]",161,0,0,0
83,"[950, 5]",158,41,18,0
84,"[950, 6]",463,158,64,0
85,"[950, 7]",462,0,0,0
86,"[950, 8]",1578,41,18,0
87,"[950, 9]",1577,158,64,0
88,"[950, 10]",1576,0,0,0
89,"[950, 11]",2126,158,64,0
90,"[1129, 0]",1871,0,0,4
91,"[1129, 1]",3099,0,0,0
92,"[1129, 2]",3402,158,64,-1
93,"[1293, 28]",1144,156,64,-1
94,"[1293, 29]",1142,0,0,-1
95,"[1293, 35]",2371,158,64,-1
96,"[1316, 0]",1208,158,64,-1
97,"[1316, 1]",1207,158,64,-1
98,"[1320, 0]",25,57,26,-1
99,"[1320, 1]",23,158,64,-1
100,"[1320, 2]",22,158,64,-1
101,"[1534, 0]",1504,2,1,-1
102,"[1534, 1]",16626,158,64,-1
103,"[1544, 0]",3481,158,64,0
104,"[1568, 0]",3417,158,64,0
105,"[1568, 1]",3415,59,28,0
106,"[1568, 2]",5431,0,0,0
107,"[1568, 3]",6426,0,0,0
108,"[1568, 4]",6458,158,64,0
109,"[1580, 0]",1086,156,64,-1
110,"[1597, 0]",38324,156,64,-1
111,"[1598, 59]",159991,0,0,-1
112,"[1598, 83]",174914,156,64,-1
113,"[1598, 84]",174913,156,64,-1
114,"[1662, 0]",24,41,18,0
115,"[1662, 1]",23,41,18,0
116,"[1662, 2]",22,0,0,0
117,"[1662, 3]",21,0,0,0
118,"[1662, 4]",154,41,18,0
119,"[1662, 5]",153,0,0,0
120,"[1662, 6]",152,0,0,0
121,"[1662, 7]",151,0,0,0
122,"[1662, 8]",147,158,64,0
123,"[1662, 9]",533,0,0,0
124,"[1662, 10]",530,0,0,0
125,"[1662, 11]",529,0,0,0
126,"[1662, 12]",523,0,0,0
127,"[1662, 13]",520,57,26,0
128,"[1662, 14]",1523,158,64,0
129,"[1662, 15]",1500,0,0,0
130,"[1662, 16]",1496,158,64,0
131,"[1662, 17]",1490,41,18,0
132,"[1662, 18]",1797,37,18,0
133,"[1719, 0]",402,0,0,0
134,"[1719, 1]",2045,57,26,0
135,"[1742, 0]",13555,0,0,0
136,"[1742, 1]",11331,41,18,0
137,"[1742, 2]",11327,0,0,0
138,"[1742, 3]",17599,0,0,0
139,"[1742, 4]",16920,41,18,0
140,"[1742, 5]",24184,54,24,0
141,"[1742, 6]",24183,0,0,0
142,"[1742, 7]",22343,0,0,0
143,"[1742, 8]",22024,57,26,0
144,"[1742, 9]",28911,2,1,0
145,"[1742, 10]",28534,0,0,1
146,"[1742, 11]",32975,158,64,0
147,"[1758, 0]",534,156,64,-1
148,"[1772, 0]",15,0,0,-1
149,"[1772, 1]",215,0,0,0
150,"[1772, 2]",212,0,0,0
151,"[1772, 3]",211,0,0,0
152,"[1772, 4]",208,0,0,0
153,"[1772, 5]",206,0,0,0
154,"[1772, 6]",205,0,0,0
155,"[1772, 7]",202,0,0,0
156,"[1772, 8]",201,0,0,0
157,"[1772, 9]",200,0,0,0
158,"[1772, 10]",197,0,0,0
159,"[1772, 11]",184,2,1,-1
160,"[1772, 12]",178,158,64,-1
161,"[1772, 13]",177,156,64,-1
162,"[1772, 14]",176,2,1,-1
163,"[1772, 15]",173,0,0,-1
164,"[1772, 16]",794,0,0,1
165,"[1772, 17]",746,158,64,-1
166,"[1772, 18]",745,158,64,-1
167,"[1772, 19]",678,0,0,0
168,"[1772, 20]",677,0,0,0
169,"[1772, 21]",674,158,64,0
170,"[1772, 22]",671,0,0,0
171,"[1772, 23]",666,0,0,0
172,"[1772, 24]",663,0,0,0
173,"[1772, 25]",657,0,0,2
174,"[1772, 26]",656,0,0,-1
175,"[1772, 27]",653,158,64,0
176,"[1772, 28]",652,158,64,0
177,"[1772, 29]",649,0,0,0
178,"[1772, 30]",648,0,0,0
179,"[1772, 31]",644,41,18,0
180,"[1772, 32]",643,0,0,0
181,"[1772, 33]",642,0,0,0
182,"[1772, 34]",640,0,0,0
183,"[1772, 35]",639,0,0,0
184,"[1772, 36]",635,41,18,0
185,"[1772, 37]",633,41,18,0
186,"[1772, 38]",632,41,18,0
187,"[1772, 39]",631,0,0,0
188,"[1772, 40]",627,0,0,0
189,"[1772, 41]",625,0,0,0
190,"[1772, 42]",623,158,64,0
191,"[1772, 43]",621,0,0,0
192,"[1772, 44]",613,0,0,0
193,"[1772, 45]",604,57,26,0
194,"[1772, 46]",599,57,26,0
195,"[1772, 47]",2535,158,64,0
196,"[1772, 48]",2496,158,64,0
197,"[1772, 49]",2495,41,18,0
198,"[1772, 50]",2472,158,64,0
199,"[1772, 51]",2468,158,64,-1
200,"[1772, 52]",2441,0,0,1
201,"[1772, 53]",2386,158,64,0
202,"[1772, 54]",2381,158,64,0
203,"[1772, 55]",2377,41,18,0
204,"[1772, 56]",2374,41,18,0
205,"[1772, 57]",2347,57,26,0
206,"[1772, 58]",2346,156,64,0
207,"[1772, 59]",2345,63,28,0
208,"[1772, 60]",2344,0,0,0
209,"[1772, 61]",2336,57,26,0
210,"[1772, 62]",2290,158,64,3
211,"[1772, 63]",2289,0,0,-1
212,"[1772, 64]",2285,53,24,1
213,"[1772, 65]",2251,0,0,0
214,"[1772, 66]",2250,0,0,0
215,"[1772, 67]",2249,0,0,0
216,"[1772, 68]",2248,0,0,0
217,"[1772, 69]",2247,0,0,0
218,"[1772, 70]",2243,156,64,0
219,"[1772, 71]",2212,158,64,0
220,"[1772, 72]",2210,0,0,0
221,"[1772, 73]",2188,158,64,0
222,"[1772, 74]",2187,158,64,0
223,"[1772, 75]",2185,0,0,0
224,"[1772, 76]",2183,0,0,0
225,"[1772, 77]",2182,0,0,0
226,"[1772, 78]",2181,0,0,0
227,"[1772, 79]",2180,0,0,0
228,"[1772, 80]",2171,0,0,0
229,"[1772, 81]",2169,0,0,0
230,"[1772, 82]",2168,0,0,0
231,"[1772, 83]",2167,0,0,0
232,"[1772, 84]",2166,0,0,0
233,"[1772, 85]",2161,0,0,0
234,"[1772, 86]",2043,158,64,-1
235,"[1772, 87]",2041,0,0,1
236,"[1772, 88]",2040,0,0,1
237,"[1772, 89]",2039,0,0,-1
238,"[1772, 90]",1883,0,0,-1
239,"[1772, 91]",1882,0,0,-1
240,"[1772, 92]",1880,158,64,8
241,"[1772, 93]",1879,0,0,-1
242,"[1772, 94]",1878,0,0,3
243,"[1772, 95]",4243,0,0,0
244,"[1772, 96]",4240,41,18,3
245,"[1772, 97]",4223,2,1,5
246,"[1772, 98]",4220,2,1,5
247,"[1772, 99]",4106,0,0,-1
248,"[1772, 100]",4105,0,0,-1
249,"[1772, 101]",4099,0,0,-1
250,"[1772, 102]",4096,158,64,2
