# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[30, 0]",1133,158,64,-1
1,"[32, 0]",17459,158,64,-1
2,"[60, 29]",311191,158,64,-1
3,"[78, 10]",676,158,64,-1
4,"[78, 11]",671,0,0,-1
5,"[78, 12]",665,158,64,-1
6,"[78, 21]",3613,0,0,-1
7,"[78, 22]",3587,2,1,-1
8,"[78, 23]",3585,0,0,-1
9,"[78, 29]",4039,0,0,-1
10,"[78, 30]",3964,0,0,-1
11,"[78, 33]",3893,156,64,-1
12,"[78, 34]",3888,158,64,-1
13,"[78, 35]",3885,0,0,-1
14,"[78, 37]",8795,158,64,-1
15,"[78, 38]",8794,0,0,-1
16,"[78, 39]",8726,0,0,-1
17,"[78, 40]",9772,0,0,-1
18,"[78, 41]",9697,158,64,-1
19,"[78, 42]",13630,0,0,-1
20,"[78, 43]",14402,158,64,-1
21,"[145, 4]",3100,0,0,-1
22,"[145, 7]",6457,0,0,-1
23,"[145, 8]",6449,158,64,-1
24,"[145, 9]",6447,156,64,-1
25,"[154, 0]",8,0,0,-1
26,"[154, 1]",201,0,0,-1
27,"[154, 2]",200,0,0,-1
28,"[154, 10]",423,158,64,-1
29,"[154, 11]",422,156,64,-1
30,"[154, 12]",1754,0,0,-1
31,"[154, 23]",2178,0,0,-1
32,"[154, 24]",3329,158,64,-1
33,"[188, 1]",27098,158,64,-1
34,"[216, 0]",1370,158,64,0
35,"[216, 1]",1369,158,64,0
36,"[222, 0]",19,156,64,2
37,"[258, 0]",890,0,0,-1
38,"[258, 2]",2509,0,0,-1
39,"[258, 3]",3730,0,0,-1
40,"[258, 4]",5434,156,64,-1
41,"[258, 5]",6300,0,0,-1
42,"[258, 6]",7201,0,0,-1
43,"[258, 7]",7518,0,0,-1
44,"[288, 75]",10797,158,64,-1
45,"[306, 0]",20,158,64,-1
46,"[306, 1]",16,0,0,-1
47,"[306, 2]",15,0,0,-1
48,"[306, 3]",114,158,64,-1
49,"[306, 4]",111,158,64,-1
50,"[306, 5]",110,0,0,-1
51,"[306, 6]",105,0,0,-1
52,"[306, 7]",104,0,0,-1
53,"[306, 8]",1424,158,64,-1
54,"[306, 9]",1420,2,1,-1
55,"[306, 10]",1392,158,64,-1
56,"[306, 11]",1390,0,0,-1
57,"[306, 12]",1389,0,0,-1
58,"[306, 13]",2039,158,64,-1
59,"[306, 14]",2032,0,0,-1
60,"[441, 0]",2289,41,18,0
61,"[441, 1]",2288,0,0,0
62,"[441, 2]",3057,0,0,0
63,"[441, 3]",3135,41,18,0
64,"[553, 0]",801,158,64,-1
65,"[692, 1]",20894,158,64,-1
66,"[705, 7]",3000,158,64,-1
67,"[763, 0]",12970,41,18,0
68,"[763, 1]",12969,0,0,0
69,"[763, 2]",13180,0,0,0
70,"[763, 3]",14418,158,64,0
71,"[785, 0]",591,158,64,-1
72,"[832, 0]",1018,41,18,0
73,"[832, 1]",1016,2,1,0
74,"[847, 0]",9071,158,64,7
75,"[847, 1]",48979,57,26,2
76,"[847, 2]",41256,0,0,-1
77,"[847, 3]",39671,0,0,1
78,"[847, 4]",39670,0,0,1
79,"[847, 5]",39666,0,0,1
80,"[847, 6]",39663,0,0,1
81,"[847, 7]",33056,156,64,-1
82,"[847, 8]",24944,158,64,-1
83,"[847, 9]",24501,0,0,1
84,"[847, 10]",24500,0,0,-1
85,"[847, 11]",59949,0,0,-1
86,"[847, 12]",59946,158,64,0
87,"[847, 13]",59945,0,0,0
88,"[847, 14]",59943,41,18,0
89,"[847, 15]",59942,0,0,0
90,"[847, 16]",59941,0,0,0
91,"[847, 17]",55831,158,64,0
92,"[847, 18]",55829,0,0,0
93,"[847, 19]",55827,0,0,0
94,"[847, 20]",55821,0,0,0
95,"[847, 21]",55805,158,64,1
96,"[847, 22]",55802,55,26,-1
97,"[847, 23]",54796,158,64,12
98,"[847, 24]",108201,0,0,-1
99,"[847, 25]",95905,158,64,0
100,"[847, 26]",95904,0,0,0
101,"[847, 27]",92808,0,0,0
102,"[847, 28]",89601,158,64,0
103,"[847, 29]",89585,0,0,0
104,"[847, 30]",89580,156,64,1
105,"[847, 31]",69508,0,0,0
106,"[847, 32]",69505,0,0,2
107,"[847, 33]",69491,156,64,-1
108,"[847, 34]",69479,158,64,-1
109,"[847, 35]",69478,2,1,-1
110,"[847, 36]",69475,2,1,-1
111,"[847, 37]",122320,0,0,0
112,"[847, 38]",122308,158,64,0
113,"[847, 39]",118004,156,64,0
114,"[847, 40]",116019,41,18,40
115,"[847, 41]",115365,2,1,0
