# [HF, 3, 95, 10.0, 360, 0.0, 0.0, 1.7, 300.0, 42.0, 5620309.26] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[80, 0]",24943,158,64,-1
1,"[80, 1]",24939,158,64,-1
2,"[80, 2]",24938,0,0,-1
3,"[80, 3]",24937,0,0,-1
4,"[80, 5]",48320,0,0,-1
5,"[80, 6]",48314,0,0,-1
6,"[80, 7]",34183,2,1,-1
7,"[80, 8]",59958,158,64,-1
8,"[80, 9]",90801,0,0,-1
9,"[80, 10]",89672,158,64,-1
10,"[80, 11]",78879,0,0,-1
11,"[80, 12]",78878,0,0,-1
12,"[80, 13]",73973,158,64,-1
13,"[80, 14]",71019,54,24,-1
14,"[80, 15]",102666,156,64,-1
15,"[80, 16]",102662,0,0,-1
16,"[80, 17]",125717,158,64,-1
17,"[80, 18]",112737,0,0,-1
18,"[80, 19]",131178,2,1,-1
19,"[80, 20]",130152,158,64,-1
20,"[103, 0]",19,2,1,-1
21,"[105, 0]",2255,156,64,-1
22,"[110, 50]",5539,158,64,-1
23,"[110, 51]",5538,2,1,-1
24,"[110, 52]",5537,158,64,-1
25,"[111, 0]",710,156,64,-1
26,"[141, 0]",2785,156,64,0
27,"[206, 45]",991,158,64,-1
28,"[206, 46]",986,0,0,-1
29,"[206, 48]",4929,2,1,-1
30,"[206, 49]",4928,158,64,-1
31,"[206, 53]",4693,2,1,-1
32,"[206, 95]",12311,156,64,-1
33,"[206, 96]",12309,158,64,-1
34,"[211, 0]",10073,0,0,1
35,"[211, 1]",11930,57,26,3
36,"[372, 1]",53696,158,64,-1
37,"[372, 2]",199256,158,64,-1
38,"[372, 3]",199254,158,64,-1
39,"[372, 4]",168374,158,64,-1
40,"[372, 5]",168371,156,64,-1
41,"[372, 6]",144354,2,1,-1
42,"[372, 7]",142537,158,64,-1
43,"[372, 8]",141025,156,64,-1
44,"[372, 9]",215805,0,0,-1
45,"[372, 10]",375252,156,64,-1
46,"[372, 11]",372435,156,64,-1
47,"[372, 12]",345123,158,64,-1
48,"[372, 13]",323036,2,1,-1
49,"[372, 14]",323035,158,64,-1
50,"[372, 15]",312617,158,64,-1
51,"[372, 16]",312613,0,0,-1
52,"[372, 17]",312612,0,0,-1
53,"[372, 18]",252477,158,64,-1
54,"[372, 19]",231031,158,64,-1
55,"[372, 20]",231030,158,64,-1
56,"[372, 21]",404995,0,0,1
57,"[372, 22]",404991,158,64,-1
58,"[372, 23]",404990,0,0,1
59,"[372, 24]",397526,156,64,-1
60,"[372, 25]",397525,0,0,-1
61,"[372, 26]",397520,158,64,-1
62,"[372, 27]",397519,0,0,-1
63,"[372, 28]",518021,2,1,0
64,"[372, 29]",508380,51,24,0
65,"[372, 30]",508379,57,26,0
66,"[372, 31]",492190,0,0,0
67,"[372, 32]",486428,158,64,-1
68,"[372, 33]",486427,2,1,-1
69,"[372, 34]",486373,158,64,-1
70,"[372, 35]",486372,0,0,-1
71,"[372, 36]",445340,0,0,-1
72,"[372, 37]",440378,0,0,1
73,"[372, 38]",440366,0,0,0
74,"[372, 39]",422379,0,0,0
75,"[372, 40]",554489,158,64,2
76,"[372, 41]",552413,158,64,30
77,"[372, 42]",552310,158,64,0
78,"[372, 43]",551534,0,0,11
79,"[372, 44]",541567,41,18,0
80,"[372, 45]",609006,0,0,1
81,"[372, 46]",605137,59,28,0
82,"[372, 47]",599269,158,64,0
83,"[372, 48]",596100,41,18,4
84,"[372, 49]",596012,0,0,3
85,"[372, 50]",590640,2,1,0
86,"[372, 51]",590639,2,1,0
87,"[372, 52]",566939,158,64,0
88,"[372, 53]",632882,57,26,0
89,"[372, 54]",630159,0,0,2
90,"[372, 55]",670767,158,64,9
91,"[372, 56]",668293,158,64,6
92,"[372, 57]",660454,0,0,0
93,"[372, 58]",660453,158,64,0
94,"[372, 59]",658443,0,0,0
95,"[372, 60]",651893,156,64,7
96,"[372, 61]",677701,41,18,18
97,"[372, 62]",677338,158,64,0
98,"[460, 0]",892,0,0,-1
99,"[460, 1]",2678,0,0,-1
100,"[460, 2]",2873,158,64,-1
101,"[462, 0]",3191,2,1,0
102,"[462, 1]",3189,0,0,0
103,"[462, 2]",3188,0,0,0
104,"[462, 3]",4910,41,18,0
105,"[462, 4]",4906,51,24,0
106,"[462, 5]",5302,37,18,0
107,"[491, 0]",14225,2,1,-1
108,"[679, 0]",36546,0,0,7
109,"[679, 1]",33622,158,64,-1
110,"[679, 2]",32296,57,26,0
111,"[679, 3]",32295,51,24,0
112,"[679, 4]",27667,158,64,1
113,"[679, 5]",45010,158,64,9
114,"[748, 0]",21272,158,64,-1
115,"[748, 1]",17542,0,0,-1
116,"[748, 2]",22966,158,64,-1
117,"[751, 0]",2434,158,64,0
118,"[751, 1]",57758,158,64,0
119,"[751, 2]",57757,0,0,0
120,"[751, 3]",70388,0,0,1
121,"[751, 4]",76509,156,64,0
122,"[825, 0]",7005,63,28,0
123,"[825, 1]",7004,158,64,0
124,"[856, 6]",2187,158,64,-1
125,"[856, 9]",4577,57,26,0
126,"[856, 10]",4576,0,0,0
127,"[856, 11]",7663,158,64,0
128,"[1030, 0]",1325,0,0,-1
129,"[1030, 1]",1873,2,1,-1
130,"[1107, 67]",2754,158,64,-1
131,"[1107, 68]",2753,2,1,-1
132,"[1107, 69]",2752,158,64,-1
133,"[1107, 70]",2737,0,0,-1
134,"[1107, 71]",2736,0,0,-1
135,"[1107, 83]",6123,2,1,-1
136,"[1107, 84]",6116,158,64,-1
137,"[1107, 85]",6115,158,64,-1
138,"[1107, 100]",4857,158,64,-1
139,"[1107, 101]",4854,0,0,-1
140,"[1107, 103]",10449,158,64,-1
141,"[1107, 132]",46205,158,64,-1
142,"[1107, 133]",46201,0,0,-1
143,"[1209, 0]",3680,0,0,-1
144,"[1231, 0]",2614,0,0,0
145,"[1231, 1]",3003,158,64,12
146,"[1315, 60]",754979,0,0,-1
147,"[1315, 61]",808619,158,64,-1
148,"[1347, 0]",18,2,1,1
149,"[1469, 0]",2112,158,64,-1
150,"[1469, 1]",5722,158,64,-1
151,"[1482, 0]",22,0,0,-1
152,"[1482, 1]",21,0,0,-1
153,"[1482, 3]",231,0,0,-1
154,"[1482, 4]",230,0,0,-1
155,"[1482, 5]",1915,158,64,-1
156,"[1482, 6]",1909,0,0,-1
157,"[1482, 7]",3547,158,64,-1
158,"[1491, 0]",2114,41,18,0
159,"[1491, 1]",2112,0,0,0
160,"[1491, 2]",2806,41,18,0
161,"[1502, 0]",14969,0,0,0
162,"[1502, 1]",19432,158,64,0
163,"[1518, 0]",37,0,0,0
164,"[1518, 1]",35,0,0,0
165,"[1518, 2]",34,0,0,0
166,"[1518, 3]",32,0,0,0
167,"[1518, 4]",25,0,0,0
168,"[1518, 5]",22,0,0,0
169,"[1518, 6]",294,0,0,0
170,"[1518, 7]",291,0,0,0
171,"[1518, 8]",289,0,0,0
172,"[1518, 9]",288,0,0,0
173,"[1518, 10]",287,0,0,0
174,"[1518, 11]",283,0,0,0
175,"[1518, 12]",278,156,64,0
176,"[1518, 13]",277,0,0,0
177,"[1518, 14]",272,0,0,0
178,"[1518, 15]",270,0,0,0
179,"[1518, 16]",269,0,0,0
180,"[1518, 17]",267,0,0,0
181,"[1518, 18]",266,0,0,0
182,"[1518, 19]",265,0,0,0
183,"[1518, 20]",262,0,0,0
184,"[1518, 21]",256,57,26,0
185,"[1518, 22]",255,57,26,0
186,"[1518, 23]",252,0,0,0
187,"[1518, 24]",251,0,0,0
188,"[1518, 25]",249,0,0,0
189,"[1518, 26]",247,0,0,0
190,"[1518, 27]",246,0,0,0
191,"[1518, 28]",243,0,0,0
192,"[1518, 29]",236,0,0,0
193,"[1518, 30]",234,0,0,0
194,"[1518, 31]",233,0,0,0
195,"[1518, 32]",226,156,64,0
196,"[1518, 33]",225,41,18,0
197,"[1518, 34]",224,0,0,0
198,"[1518, 35]",223,0,0,0
199,"[1518, 36]",222,0,0,0
200,"[1518, 37]",218,0,0,0
201,"[1518, 38]",211,57,26,0
202,"[1518, 39]",208,0,0,0
203,"[1518, 40]",207,0,0,0
204,"[1518, 41]",203,41,18,0
205,"[1518, 42]",202,41,18,0
206,"[1518, 43]",201,41,18,0
207,"[1518, 44]",200,158,64,0
208,"[1518, 45]",199,0,0,0
209,"[1518, 46]",198,0,0,0
210,"[1518, 47]",197,0,0,0
211,"[1518, 48]",192,41,18,0
212,"[1518, 49]",191,158,64,0
213,"[1518, 50]",190,0,0,0
214,"[1518, 51]",185,0,0,0
215,"[1518, 52]",181,158,64,0
216,"[1518, 53]",180,41,18,0
217,"[1518, 54]",173,41,18,0
218,"[1518, 55]",170,158,64,0
219,"[1518, 56]",1331,0,0,0
220,"[1518, 57]",1310,156,64,0
221,"[1518, 58]",1271,158,64,0
222,"[1518, 59]",1270,158,64,0
223,"[1518, 60]",1269,0,0,0
224,"[1518, 61]",1268,0,0,0
225,"[1518, 62]",1258,2,1,0
226,"[1518, 63]",1257,158,64,0
227,"[1518, 64]",1256,41,18,0
228,"[1518, 65]",1250,0,0,0
229,"[1518, 66]",1247,0,0,0
230,"[1518, 67]",1213,158,64,0
231,"[1518, 68]",1210,158,64,0
232,"[1518, 69]",1176,41,18,0
233,"[1518, 70]",1175,156,64,0
234,"[1518, 71]",1174,0,0,0
235,"[1518, 72]",1172,0,0,0
236,"[1518, 73]",1166,0,0,0
237,"[1518, 74]",1164,0,0,0
238,"[1518, 75]",1153,0,0,0
