# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[1, 0]",6255,41,18,0
1,"[1, 1]",6254,0,0,0
2,"[1, 2]",4338,41,18,0
3,"[1, 3]",4337,0,0,0
4,"[1, 4]",4335,0,0,0
5,"[1, 5]",7400,41,18,0
6,"[1, 6]",7384,2,1,0
7,"[1, 7]",7027,0,0,0
8,"[1, 8]",10110,41,18,0
9,"[125, 0]",18,156,64,11
10,"[169, 5]",7805,0,0,2
11,"[169, 6]",13607,158,64,0
12,"[172, 0]",1144,0,0,0
13,"[172, 1]",1143,0,0,0
14,"[172, 2]",1140,0,0,0
15,"[172, 3]",1139,0,0,0
16,"[172, 4]",896,0,0,0
17,"[172, 5]",2211,41,18,0
18,"[172, 6]",1978,41,18,0
19,"[172, 7]",1976,0,0,0
20,"[172, 8]",1968,0,0,0
21,"[172, 9]",1967,0,0,0
22,"[172, 10]",1966,0,0,0
23,"[172, 11]",1948,41,18,0
24,"[172, 12]",1944,41,18,0
25,"[172, 13]",4476,2,1,0
26,"[172, 14]",4474,156,64,0
27,"[172, 15]",4303,0,0,0
28,"[172, 16]",4300,41,18,0
29,"[172, 17]",4298,2,1,0
30,"[172, 18]",4297,0,0,0
31,"[172, 19]",4289,0,0,0
32,"[172, 20]",4247,41,18,0
33,"[172, 21]",4246,0,0,0
34,"[172, 22]",4245,0,0,0
35,"[172, 23]",6367,41,18,0
36,"[172, 24]",6363,2,1,0
37,"[172, 25]",6325,41,18,0
38,"[172, 26]",6252,156,64,0
39,"[172, 27]",6233,158,64,1
40,"[202, 0]",1443,41,18,0
41,"[202, 1]",1442,0,0,0
42,"[202, 2]",3253,156,64,0
43,"[203, 0]",44680,2,1,-1
44,"[203, 1]",44679,158,64,-1
45,"[253, 0]",16,0,0,0
46,"[253, 1]",15,0,0,0
47,"[253, 2]",211,2,1,0
48,"[253, 3]",208,0,0,0
49,"[253, 4]",207,0,0,0
50,"[253, 5]",206,0,0,0
51,"[253, 6]",204,0,0,0
52,"[253, 7]",203,0,0,0
53,"[253, 8]",200,0,0,0
54,"[253, 9]",196,0,0,0
55,"[253, 10]",195,0,0,0
