# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[18, 1]",22721,158,64,-1
1,"[61, 0]",1354,156,64,-1
2,"[61, 1]",1352,158,64,-1
3,"[96, 0]",711,158,64,-1
4,"[150, 0]",16160,2,1,-1
5,"[180, 0]",24,0,0,-1
6,"[180, 1]",182,2,1,-1
7,"[222, 2]",637,158,64,-1
8,"[222, 3]",633,158,64,-1
9,"[222, 4]",630,0,0,-1
10,"[222, 9]",2193,0,0,-1
11,"[222, 10]",2192,0,0,-1
12,"[222, 13]",2128,0,0,-1
13,"[222, 14]",2887,2,1,-1
14,"[222, 15]",2886,0,0,-1
15,"[222, 16]",2885,0,0,-1
16,"[222, 18]",2707,0,0,-1
17,"[222, 19]",2703,2,1,-1
18,"[222, 21]",4335,156,64,-1
19,"[222, 22]",4334,158,64,-1
20,"[222, 23]",4333,0,0,-1
21,"[222, 25]",4190,2,1,-1
22,"[222, 28]",4605,158,64,-1
23,"[222, 29]",4604,158,64,-1
24,"[266, 1]",8329,158,64,-1
25,"[270, 0]",2841,0,0,-1
26,"[270, 1]",4586,158,64,-1
27,"[278, 0]",635,0,0,0
28,"[278, 1]",2006,57,26,0
29,"[371, 2]",8087,0,0,0
30,"[371, 3]",18325,158,64,0
31,"[416, 0]",12,0,0,-1
32,"[416, 1]",167,156,64,-1
33,"[416, 2]",166,158,64,-1
34,"[416, 3]",164,156,64,-1
35,"[416, 4]",163,158,64,-1
36,"[416, 5]",160,0,0,-1
37,"[416, 6]",159,0,0,-1
38,"[416, 7]",152,0,0,-1
39,"[416, 8]",151,0,0,-1
40,"[416, 9]",148,156,64,-1
41,"[416, 10]",145,0,0,-1
42,"[416, 11]",784,0,0,-1
43,"[416, 12]",767,158,64,-1
44,"[416, 13]",761,158,64,-1
45,"[416, 14]",752,0,0,-1
46,"[416, 15]",750,0,0,-1
47,"[416, 16]",745,0,0,-1
48,"[416, 17]",740,158,64,-1
49,"[416, 18]",1935,158,64,-1
50,"[416, 19]",1930,0,0,-1
51,"[416, 20]",1881,0,0,-1
52,"[416, 21]",1880,156,64,4
53,"[416, 22]",1878,156,64,-1
54,"[416, 23]",1873,0,0,-1
55,"[416, 24]",1872,0,0,-1
56,"[416, 25]",1871,158,64,-1
57,"[416, 26]",1827,156,64,-1
58,"[416, 27]",1826,0,0,-1
