# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[1, 0]",5739,0,0,-1
1,"[1, 1]",8853,158,64,-1
2,"[145, 0]",2965,41,18,0
3,"[145, 1]",2963,0,0,0
4,"[145, 2]",3909,2,1,0
5,"[221, 0]",531,156,64,-1
6,"[221, 1]",2383,158,64,-1
7,"[221, 2]",2382,158,64,-1
8,"[221, 3]",2379,0,0,-1
9,"[221, 4]",2702,158,64,-1
10,"[221, 5]",2701,0,0,-1
11,"[388, 0]",2025,156,64,-1
12,"[416, 0]",137,2,1,-1
13,"[433, 0]",24,0,0,-1
14,"[433, 1]",23,0,0,4
15,"[433, 2]",208,57,26,0
16,"[433, 3]",206,158,64,0
17,"[433, 4]",205,0,0,0
18,"[433, 5]",204,0,0,0
19,"[433, 6]",203,0,0,0
20,"[433, 7]",201,0,0,0
21,"[433, 8]",200,0,0,0
22,"[433, 16]",1117,0,0,0
23,"[433, 17]",1111,0,0,0
24,"[433, 18]",1107,0,0,0
25,"[433, 19]",1104,0,0,0
26,"[433, 20]",1101,0,0,0
27,"[433, 21]",2456,2,1,17
28,"[433, 22]",2443,41,18,0
29,"[433, 23]",2428,2,1,1
30,"[433, 24]",2407,57,26,0
31,"[433, 25]",2406,158,64,0
32,"[433, 26]",2365,0,0,0
33,"[433, 32]",2854,0,0,0
34,"[433, 33]",3543,2,1,0
35,"[463, 0]",3927,158,64,21
36,"[611, 0]",21586,0,0,0
37,"[611, 1]",25515,0,0,0
38,"[611, 2]",56404,0,0,0
39,"[611, 3]",55139,158,64,0
40,"[611, 6]",61361,158,64,-1
41,"[780, 0]",31,0,0,5
42,"[780, 1]",30,0,0,-1
43,"[780, 2]",305,0,0,-1
44,"[780, 3]",300,0,0,0
45,"[780, 4]",299,0,0,0
46,"[780, 5]",1761,158,64,0
47,"[780, 6]",1756,0,0,0
48,"[780, 7]",1755,0,0,0
49,"[780, 8]",1753,158,64,0
50,"[780, 9]",1752,0,0,0
51,"[780, 10]",1749,0,0,0
52,"[780, 11]",1719,0,0,-1
53,"[780, 12]",4035,156,64,-1
54,"[780, 13]",4032,158,64,-1
55,"[780, 14]",3951,0,0,0
56,"[780, 15]",3926,158,64,1
57,"[780, 16]",3917,41,18,0
58,"[780, 17]",3916,41,18,0
59,"[780, 18]",3915,0,0,0
60,"[780, 19]",3908,158,64,-1
61,"[780, 20]",6125,0,0,0
62,"[780, 21]",6029,2,1,0
63,"[780, 22]",6028,0,0,0
64,"[780, 23]",6026,0,0,0
65,"[780, 24]",9076,0,0,0
66,"[780, 25]",9075,2,1,0
67,"[780, 26]",9064,41,18,0
68,"[780, 27]",8953,2,1,0
69,"[780, 28]",10516,41,18,0
70,"[868, 39]",397,158,64,-1
71,"[868, 40]",396,0,0,-1
72,"[868, 74]",2562,0,0,-1
73,"[868, 114]",3777,158,64,-1
74,"[868, 124]",3141,0,0,-1
75,"[868, 130]",8452,0,0,-1
76,"[868, 151]",8908,158,64,-1
77,"[871, 0]",681,2,1,-1
78,"[928, 0]",12434,0,0,0
79,"[928, 1]",16801,41,18,0
80,"[928, 2]",17931,2,1,0
81,"[928, 3]",17929,0,0,0
82,"[928, 4]",17398,0,0,0
83,"[928, 5]",20283,158,64,0
84,"[928, 6]",20154,2,1,0
85,"[930, 0]",3543,41,18,1
86,"[981, 0]",2031,158,64,0
87,"[1037, 0]",1650,0,0,-1
88,"[1037, 1]",3120,156,64,-1
89,"[1039, 0]",3995,0,0,0
90,"[1039, 1]",7822,0,0,0
91,"[1039, 2]",8590,158,64,-1
92,"[1089, 0]",532,158,64,-1
93,"[1091, 0]",641,0,0,-1
94,"[1091, 1]",2547,0,0,-1
95,"[1091, 2]",3004,158,64,-1
96,"[1103, 0]",1758,158,64,-1
97,"[1103, 1]",15693,158,64,-1
98,"[1103, 2]",15691,0,0,-1
99,"[1103, 3]",10369,158,64,-1
100,"[1103, 5]",19874,158,64,-1
101,"[1103, 6]",19870,0,0,-1
102,"[1103, 7]",19866,0,0,-1
103,"[1103, 8]",19865,0,0,-1
104,"[1103, 9]",19864,0,0,-1
105,"[1103, 10]",19857,0,0,-1
106,"[1103, 11]",19855,0,0,-1
107,"[1103, 19]",56583,0,0,-1
108,"[1103, 20]",56577,158,64,-1
109,"[1103, 23]",56550,0,0,-1
110,"[1103, 29]",93465,158,64,-1
111,"[1103, 30]",93462,0,0,-1
112,"[1103, 31]",93460,158,64,-1
113,"[1103, 32]",93355,158,64,-1
114,"[1103, 33]",93354,158,64,-1
115,"[1103, 34]",93353,158,64,-1
116,"[1182, 0]",1276,158,64,-1
117,"[1259, 0]",26968,158,64,-1
118,"[1353, 0]",4219,41,18,0
119,"[1415, 6]",15363,156,64,-1
120,"[1415, 7]",15361,156,64,-1
121,"[1448, 0]",871,0,0,-1
122,"[1448, 1]",2733,158,64,14
123,"[1467, 0]",4345,57,26,0
124,"[1467, 1]",4344,57,26,0
125,"[1510, 0]",17923,158,64,-1
126,"[1510, 1]",17920,0,0,-1
127,"[1510, 2]",14301,2,1,0
128,"[1510, 3]",14299,0,0,0
129,"[1510, 4]",14297,0,0,0
130,"[1510, 5]",14296,0,0,0
131,"[1510, 6]",14295,0,0,0
132,"[1510, 7]",14294,0,0,0
133,"[1510, 8]",14293,0,0,0
134,"[1510, 9]",13994,0,0,0
135,"[1510, 10]",20941,0,0,0
136,"[1510, 11]",20848,0,0,0
137,"[1510, 12]",20847,0,0,0
138,"[1510, 13]",20844,41,18,0
139,"[1510, 14]",20843,2,1,0
140,"[1510, 15]",20840,0,0,0
141,"[1510, 16]",20837,2,1,0
142,"[1510, 17]",20836,37,18,0
143,"[1510, 18]",20835,41,18,0
144,"[1510, 19]",20825,2,1,0
145,"[1510, 20]",20820,41,18,0
146,"[1510, 21]",20817,41,18,0
147,"[1510, 24]",33829,41,18,0
