# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[23, 1]",934,156,64,-1
1,"[23, 2]",933,41,18,32
2,"[161, 1]",5851,156,64,-1
3,"[191, 0]",7736,158,64,-1
4,"[212, 0]",1988,158,64,-1
5,"[216, 0]",532,158,64,-1
6,"[249, 0]",16,0,0,-1
7,"[249, 1]",162,0,0,-1
8,"[249, 2]",161,0,0,2
9,"[249, 3]",953,0,0,0
10,"[249, 4]",947,0,0,-1
11,"[249, 6]",2150,158,64,1
12,"[249, 7]",2149,158,64,1
13,"[249, 8]",2147,0,0,3
14,"[249, 9]",3249,0,0,0
15,"[249, 12]",4965,41,18,0
16,"[249, 13]",4963,2,1,0
17,"[249, 14]",4962,0,0,0
18,"[249, 15]",4961,0,0,0
19,"[249, 16]",6022,0,0,0
20,"[249, 17]",6018,158,64,0
21,"[294, 0]",897,41,18,0
22,"[294, 1]",896,41,18,0
23,"[344, 0]",983,2,1,0
24,"[344, 1]",981,0,0,0
25,"[344, 2]",3624,57,26,0
26,"[479, 0]",2138,13,6,1
27,"[540, 0]",1046,158,64,-1
28,"[543, 0]",1334,158,64,-1
29,"[545, 0]",1563,158,64,-1
30,"[579, 0]",1135,0,0,-1
31,"[579, 1]",1827,158,64,-1
32,"[666, 0]",185,0,0,-1
33,"[666, 1]",184,0,0,-1
34,"[666, 2]",178,156,64,-1
35,"[666, 3]",1338,0,0,-1
36,"[666, 4]",1337,0,0,-1
37,"[666, 5]",1327,0,0,-1
38,"[666, 6]",1321,158,64,-1
39,"[666, 9]",1301,158,64,-1
40,"[666, 10]",1299,158,64,-1
41,"[666, 21]",5693,0,0,-1
42,"[666, 26]",4587,156,64,-1
43,"[666, 29]",3977,156,64,-1
44,"[666, 30]",3976,0,0,-1
45,"[666, 31]",8352,158,64,-1
46,"[666, 51]",14314,158,64,-1
47,"[725, 0]",51346,2,1,0
48,"[725, 1]",51344,158,64,0
49,"[757, 0]",9109,0,0,-1
50,"[757, 1]",11429,0,0,-1
51,"[757, 2]",11428,0,0,-1
52,"[757, 3]",23249,0,0,-1
53,"[757, 4]",23248,2,1,-1
54,"[757, 5]",23243,156,64,-1
55,"[757, 6]",28916,158,64,-1
56,"[757, 7]",28915,0,0,-1
57,"[757, 8]",36574,2,1,-1
58,"[757, 9]",36572,158,64,-1
59,"[800, 0]",6748,0,0,0
60,"[800, 1]",12258,158,64,0
61,"[821, 0]",2688,0,0,-1
62,"[821, 1]",6013,158,64,-1
63,"[876, 0]",21,2,1,0
64,"[876, 1]",19,0,0,0
65,"[876, 4]",254,0,0,0
66,"[876, 5]",253,0,0,0
67,"[876, 6]",252,0,0,0
68,"[876, 7]",1578,0,0,0
69,"[876, 8]",1576,0,0,0
70,"[876, 9]",1571,41,18,0
71,"[876, 10]",1569,0,0,0
72,"[876, 11]",1568,0,0,0
73,"[876, 12]",1562,0,0,0
74,"[876, 13]",1560,0,0,0
75,"[876, 14]",1559,0,0,0
76,"[876, 16]",1529,2,1,0
77,"[876, 17]",1528,41,18,0
78,"[876, 18]",1527,0,0,0
79,"[876, 19]",1524,158,64,0
80,"[876, 20]",3510,2,1,0
81,"[876, 21]",3508,2,1,0
82,"[876, 22]",3507,0,0,0
83,"[876, 23]",3506,0,0,0
84,"[876, 24]",3449,0,0,0
85,"[876, 25]",3448,41,18,0
86,"[876, 26]",3441,41,18,0
87,"[876, 27]",3437,0,0,0
88,"[876, 28]",3399,0,0,0
89,"[876, 29]",3392,41,18,0
90,"[876, 30]",3354,41,18,0
91,"[876, 31]",3350,41,18,0
92,"[876, 32]",5907,0,0,1
93,"[876, 33]",5905,0,0,-1
94,"[876, 34]",5877,2,1,0
95,"[876, 35]",5818,41,18,0
96,"[876, 36]",5667,0,0,-1
97,"[876, 37]",5665,61,28,-1
98,"[876, 38]",5663,0,0,-1
99,"[876, 39]",5659,0,0,0
100,"[876, 40]",5658,41,18,0
101,"[876, 41]",8339,41,18,0
102,"[876, 42]",8309,2,1,-1
103,"[876, 43]",8292,41,18,7
104,"[876, 44]",8150,2,1,4
105,"[876, 45]",8147,0,0,1
106,"[876, 46]",8129,0,0,0
107,"[876, 47]",10304,158,64,0
108,"[876, 48]",10290,2,1,0
109,"[946, 0]",5585,41,18,0
110,"[946, 1]",5583,0,0,0
111,"[946, 2]",8663,2,1,0
112,"[957, 0]",12751,2,1,-1
113,"[957, 1]",12748,0,0,-1
114,"[957, 2]",12747,0,0,-1
115,"[957, 3]",16142,0,0,-1
116,"[957, 4]",16141,0,0,-1
117,"[957, 5]",15109,158,64,-1
118,"[957, 7]",42086,2,1,-1
119,"[957, 8]",42084,158,64,-1
120,"[957, 11]",35809,158,64,-1
121,"[957, 12]",30597,158,64,-1
122,"[957, 13]",30328,158,64,-1
123,"[957, 14]",30326,0,0,-1
124,"[957, 15]",30319,158,64,-1
125,"[957, 16]",30318,158,64,-1
126,"[957, 18]",101047,0,0,-1
127,"[1041, 0]",2985,158,64,-1
128,"[1049, 63]",58637,156,64,-1
129,"[1049, 64]",58632,158,64,-1
130,"[1059, 0]",29,0,0,-1
131,"[1059, 1]",230,0,0,-1
132,"[1059, 2]",226,158,64,-1
133,"[1059, 3]",1573,0,0,-1
134,"[1059, 5]",3058,158,64,-1
135,"[1059, 6]",3057,41,20,-1
136,"[1059, 7]",3048,158,64,-1
137,"[1059, 8]",3047,0,0,-1
138,"[1059, 9]",4797,158,64,-1
139,"[1105, 2]",34793,158,64,-1
140,"[1118, 0]",3555,158,64,-1
141,"[1200, 0]",3152,158,64,-1
142,"[1206, 0]",6472,0,0,-1
143,"[1206, 1]",6470,156,64,-1
144,"[1206, 2]",14265,158,64,-1
145,"[1209, 0]",1037,158,64,-1
146,"[1210, 0]",5772,158,64,-1
147,"[1226, 0]",13126,158,64,-1
148,"[1239, 622]",9326,0,0,-1
149,"[1239, 623]",9325,156,64,-1
150,"[1239, 672]",36656,156,64,-1
151,"[1239, 822]",28004,158,64,-1
152,"[1239, 823]",28003,0,0,-1
153,"[1239, 972]",63470,158,64,-1
154,"[1239, 973]",63469,158,64,-1
155,"[1239, 974]",63468,0,0,-1
156,"[1239, 1281]",97964,158,64,-1
157,"[1381, 0]",6337,2,1,3
158,"[1387, 10]",1094,158,64,-1
159,"[1387, 11]",1093,158,64,-1
160,"[1387, 16]",8882,0,0,-1
161,"[1387, 52]",23223,158,64,-1
162,"[1387, 53]",43000,0,0,-1
163,"[1387, 71]",96669,158,64,-1
164,"[1387, 72]",96667,0,0,-1
165,"[1387, 73]",96666,156,64,-1
166,"[1387, 80]",96410,0,0,-1
167,"[1387, 84]",101811,158,64,-1
168,"[1387, 86]",101340,158,64,-1
169,"[1387, 87]",101339,0,0,-1
170,"[1387, 91]",148625,158,64,-1
171,"[1387, 92]",148623,158,64,-1
172,"[1422, 0]",7085,158,64,-1
173,"[1426, 0]",13149,41,18,0
174,"[1450, 8]",4583,0,0,4
175,"[1450, 19]",5045,57,26,0
176,"[1534, 68]",13930,57,26,-1
177,"[1534, 69]",13928,158,64,-1
178,"[1534, 70]",13927,158,64,-1
179,"[1669, 0]",1525,158,64,-1
180,"[1678, 5]",144620,158,64,-1
181,"[1678, 7]",119769,41,20,-1
182,"[1688, 1]",5204,158,64,-1
183,"[1688, 2]",5203,156,64,-1
184,"[1781, 0]",2246,2,1,0
185,"[1781, 1]",2244,59,28,0
186,"[1797, 0]",2577,158,64,-1
187,"[1823, 0]",935,158,64,-1
188,"[1827, 0]",154,158,64,-1
189,"[1827, 1]",152,41,20,-1
190,"[1854, 0]",898,158,64,-1
191,"[1867, 0]",1999,158,64,-1
192,"[1893, 10]",7513,158,64,-1
193,"[1893, 11]",7510,0,0,-1
194,"[1893, 13]",10310,158,64,-1
195,"[1893, 14]",10308,0,0,-1
196,"[1893, 15]",16650,0,0,-1
197,"[1893, 16]",19519,158,64,-1
198,"[1893, 17]",19516,0,0,-1
199,"[1893, 18]",27028,0,0,-1
200,"[1893, 19]",28418,0,0,-1
201,"[1920, 0]",694,156,64,-1
202,"[1920, 1]",692,158,64,-1
203,"[1986, 0]",2497,2,1,0
204,"[2189, 0]",341,0,0,-1
205,"[2189, 1]",805,0,0,-1
206,"[2189, 2]",792,158,64,-1
207,"[2189, 3]",790,0,0,-1
208,"[2189, 5]",4027,158,64,-1
209,"[2189, 6]",4001,156,64,-1
210,"[2189, 7]",3946,0,0,-1
