# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[22, 0]",857,158,64,-1
1,"[22, 2]",34480,25,12,-1
2,"[22, 3]",27525,158,64,-1
3,"[22, 4]",27524,158,64,-1
4,"[39, 0]",5192,158,64,0
5,"[39, 1]",5190,0,0,0
6,"[39, 2]",9456,54,24,0
7,"[83, 0]",2593,158,64,0
8,"[117, 0]",2768,158,64,-1
9,"[137, 0]",868,57,26,1
10,"[137, 1]",866,158,64,2
11,"[157, 0]",15762,158,64,4
12,"[157, 1]",15761,41,18,4
13,"[201, 0]",39574,0,0,-1
14,"[202, 0]",3597,41,18,0
15,"[202, 1]",3596,2,1,0
16,"[211, 0]",11173,53,24,0
17,"[211, 1]",11172,0,0,0
18,"[211, 2]",13651,158,64,0
19,"[292, 0]",939,158,64,-1
20,"[374, 0]",2154,158,64,-1
21,"[400, 0]",708,156,64,-1
22,"[400, 1]",707,0,0,-1
23,"[400, 2]",1645,0,0,-1
24,"[400, 3]",1644,0,0,-1
25,"[400, 4]",2350,156,64,-1
26,"[400, 5]",2347,2,1,-1
27,"[400, 6]",2345,158,64,-1
28,"[400, 7]",2344,0,0,-1
29,"[400, 8]",2339,0,0,-1
30,"[400, 9]",3336,158,64,-1
31,"[400, 10]",3335,2,1,-1
32,"[400, 11]",3333,158,64,-1
33,"[400, 12]",3299,2,1,-1
34,"[400, 13]",3298,158,64,-1
35,"[467, 1]",5062,158,64,-1
36,"[467, 2]",5060,0,0,-1
37,"[467, 3]",10146,158,64,-1
38,"[518, 1]",11528,2,1,-1
39,"[519, 0]",2510,158,64,0
40,"[519, 1]",10183,158,64,-1
41,"[527, 0]",9685,2,1,-1
42,"[527, 1]",3263,158,64,-1
43,"[542, 26]",15090,158,64,-1
44,"[623, 0]",6832,0,0,0
45,"[623, 1]",15719,2,1,0
46,"[648, 0]",25,0,0,-1
47,"[648, 1]",24,0,0,4
48,"[648, 2]",23,158,64,1
49,"[648, 3]",241,54,24,0
50,"[648, 4]",238,158,64,3
51,"[701, 0]",30307,158,64,-1
52,"[725, 0]",4191,2,1,0
53,"[767, 264]",6331,158,64,-1
54,"[767, 265]",6328,0,0,-1
55,"[767, 382]",18778,0,0,-1
56,"[767, 416]",15820,158,64,-1
57,"[767, 417]",15819,0,0,-1
58,"[767, 418]",15818,0,0,-1
59,"[767, 472]",12302,2,1,-1
60,"[767, 473]",12301,0,0,-1
61,"[767, 474]",12300,0,0,-1
62,"[767, 515]",35019,2,1,-1
63,"[767, 516]",35018,2,1,-1
64,"[767, 517]",35014,156,64,-1
65,"[767, 518]",35012,0,0,-1
66,"[767, 551]",30694,0,0,-1
67,"[767, 552]",30693,0,0,-1
68,"[767, 563]",29970,158,64,-1
69,"[767, 564]",29967,158,64,-1
70,"[767, 565]",29961,0,0,-1
71,"[767, 591]",26829,0,0,-1
72,"[767, 592]",26828,0,0,-1
73,"[767, 634]",60013,158,64,-1
74,"[767, 635]",60008,158,64,-1
