# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[9, 0]",1956,156,64,-1
1,"[159, 0]",57361,53,24,0
2,"[187, 7]",6327,158,64,-1
3,"[187, 34]",63036,156,64,-1
4,"[187, 52]",301467,0,0,-1
5,"[187, 68]",336675,0,0,-1
6,"[187, 69]",501068,158,64,-1
7,"[187, 70]",501067,0,0,-1
8,"[187, 80]",526407,0,0,-1
9,"[187, 81]",526406,0,0,-1
10,"[187, 83]",614533,158,64,-1
11,"[187, 84]",614528,156,64,-1
12,"[187, 85]",614526,158,64,-1
13,"[187, 89]",596850,158,64,-1
14,"[187, 90]",586960,0,0,-1
15,"[187, 100]",701905,158,64,-1
16,"[238, 0]",1480,156,64,-1
17,"[238, 1]",23587,0,0,-1
18,"[238, 2]",21823,158,64,-1
19,"[238, 3]",17514,158,64,-1
20,"[238, 4]",17511,0,0,-1
21,"[238, 5]",12554,2,1,15
22,"[238, 6]",29474,158,64,-1
23,"[238, 7]",97635,41,18,24
24,"[238, 8]",97535,2,1,3
25,"[238, 9]",97533,2,1,1
26,"[238, 10]",86608,0,0,-1
27,"[238, 11]",85925,158,64,8
28,"[238, 12]",75022,0,0,-1
29,"[238, 13]",75021,158,64,4
30,"[238, 14]",49034,158,64,-1
31,"[238, 15]",117301,158,64,-1
32,"[238, 16]",113960,158,64,-1
33,"[238, 17]",246108,158,64,-1
34,"[238, 18]",246103,0,0,-1
35,"[238, 19]",233646,158,64,-1
36,"[238, 20]",233645,0,0,5
37,"[238, 21]",233644,158,64,-1
38,"[238, 22]",233641,0,0,-1
39,"[238, 23]",231180,0,0,6
40,"[238, 24]",231157,158,64,-1
41,"[238, 25]",231154,0,0,-1
42,"[238, 26]",230675,158,64,3
43,"[238, 27]",230674,158,64,3
44,"[238, 28]",221999,158,64,-1
45,"[238, 29]",210693,59,28,3
46,"[238, 30]",206761,158,64,-1
47,"[238, 31]",199127,0,0,3
48,"[238, 32]",175074,57,26,-1
49,"[238, 33]",172923,0,0,-1
50,"[238, 34]",163835,158,64,-1
51,"[238, 35]",154826,0,0,5
