# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[135, 0]",3507,158,64,-1
1,"[173, 4]",11280,0,0,-1
2,"[173, 9]",21749,41,20,-1
3,"[190, 0]",1534,41,18,0
4,"[253, 0]",19,0,0,-1
5,"[253, 1]",89,2,1,2
6,"[302, 0]",20,51,24,0
7,"[302, 1]",15,0,0,0
8,"[302, 2]",198,0,0,0
9,"[302, 3]",194,41,18,0
10,"[302, 4]",193,2,1,0
11,"[302, 5]",191,0,0,0
12,"[302, 6]",190,0,0,0
13,"[302, 7]",189,0,0,0
14,"[302, 8]",188,0,0,0
15,"[302, 9]",186,0,0,0
16,"[302, 10]",976,158,64,0
17,"[302, 11]",975,0,0,0
18,"[302, 12]",974,0,0,0
19,"[302, 13]",971,0,0,0
20,"[302, 14]",967,2,1,0
21,"[302, 15]",960,0,0,0
22,"[302, 16]",959,41,18,0
23,"[302, 17]",955,2,1,0
24,"[302, 18]",954,41,18,0
25,"[302, 19]",951,158,64,0
26,"[302, 20]",932,0,0,0
27,"[302, 21]",931,2,1,0
28,"[302, 22]",2093,41,18,0
29,"[302, 23]",1994,158,64,0
30,"[302, 24]",1935,57,26,0
31,"[302, 25]",1913,41,18,0
32,"[302, 26]",1910,0,0,0
33,"[302, 27]",1909,0,0,0
34,"[302, 28]",1906,2,1,0
35,"[302, 29]",2888,41,18,0
36,"[302, 30]",2886,0,0,0
37,"[302, 31]",2881,41,18,0
38,"[302, 32]",3465,0,0,0
39,"[302, 33]",3852,2,1,0
40,"[302, 34]",3851,41,18,0
41,"[317, 0]",16,0,0,-1
42,"[317, 1]",290,0,0,-1
43,"[317, 2]",868,0,0,-1
44,"[317, 3]",862,158,64,-1
45,"[317, 4]",861,0,0,-1
46,"[317, 5]",860,0,0,-1
47,"[317, 6]",3780,158,64,-1
48,"[317, 7]",3772,158,64,-1
49,"[317, 8]",3723,158,64,-1
50,"[317, 9]",5393,0,0,0
51,"[317, 10]",13695,158,64,0
52,"[317, 11]",14961,0,0,9
53,"[317, 12]",29390,2,1,0
54,"[319, 2]",368,158,64,-1
55,"[401, 9]",104226,156,64,-1
56,"[427, 0]",16,158,64,-1
57,"[427, 1]",15,0,0,-1
58,"[427, 2]",118,0,0,-1
59,"[427, 3]",113,0,0,-1
60,"[427, 4]",112,0,0,-1
61,"[455, 0]",886,41,18,0
62,"[455, 1]",884,0,0,0
63,"[455, 2]",1945,158,64,0
64,"[500, 0]",778,156,64,-1
65,"[502, 0]",826,2,1,8
66,"[537, 0]",5111,158,64,-1
67,"[537, 2]",15609,156,64,-1
68,"[542, 0]",364,2,1,-1
69,"[564, 0]",1618,41,18,0
70,"[644, 76]",27877,0,0,-1
71,"[644, 87]",40181,158,64,-1
72,"[644, 120]",147474,2,1,-1
73,"[711, 0]",1711,156,64,-1
74,"[711, 1]",1710,158,64,-1
75,"[711, 2]",1703,158,64,-1
76,"[711, 3]",1701,158,64,-1
77,"[711, 4]",1697,0,0,-1
78,"[891, 0]",39,0,0,-1
79,"[891, 1]",35,158,64,-1
80,"[891, 2]",31,0,0,-1
81,"[891, 3]",23,0,0,-1
82,"[891, 4]",412,158,64,-1
83,"[891, 5]",409,0,0,-1
84,"[891, 6]",404,0,0,-1
85,"[891, 7]",399,158,64,-1
86,"[891, 8]",398,158,64,-1
87,"[891, 9]",395,0,0,-1
88,"[891, 11]",372,158,64,-1
89,"[891, 12]",369,0,0,-1
90,"[891, 13]",366,156,64,-1
91,"[891, 14]",365,0,0,-1
92,"[891, 15]",361,0,0,-1
93,"[891, 16]",351,0,0,-1
94,"[891, 17]",344,158,64,-1
95,"[891, 18]",343,158,64,-1
96,"[891, 19]",340,0,0,-1
97,"[891, 20]",339,158,64,-1
98,"[891, 21]",2116,0,0,-1
99,"[891, 22]",2108,158,64,-1
100,"[891, 23]",2107,156,64,-1
101,"[891, 24]",2101,0,0,-1
102,"[891, 25]",2083,156,64,-1
103,"[891, 26]",2080,0,0,-1
104,"[891, 27]",2073,0,0,-1
105,"[891, 28]",2053,0,0,-1
106,"[891, 29]",2051,0,0,-1
107,"[891, 30]",2050,158,64,-1
108,"[891, 31]",2049,0,0,-1
109,"[891, 32]",2023,158,64,-1
110,"[891, 33]",2019,0,0,-1
