# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[30, 0]",21,0,0,-1
1,"[30, 1]",278,0,0,-1
2,"[30, 2]",1212,156,64,-1
3,"[30, 3]",1211,0,0,-1
4,"[30, 4]",4009,156,64,-1
5,"[154, 0]",33,0,0,-1
6,"[154, 1]",174,0,0,-1
7,"[154, 2]",171,0,0,-1
8,"[154, 3]",2975,158,64,-1
9,"[154, 4]",2967,156,64,-1
10,"[154, 5]",2965,0,0,-1
11,"[154, 6]",2963,0,0,-1
12,"[154, 7]",2955,2,1,-1
13,"[154, 8]",2954,0,0,-1
14,"[154, 9]",4072,0,0,-1
15,"[154, 10]",4071,0,0,-1
16,"[154, 11]",4066,158,64,-1
17,"[154, 12]",4064,158,64,-1
18,"[154, 15]",9498,158,64,-1
19,"[154, 16]",7909,0,0,-1
20,"[154, 22]",15292,0,0,1
21,"[154, 26]",16577,2,1,1
22,"[154, 27]",16575,0,0,3
23,"[154, 28]",16574,0,0,-1
24,"[154, 29]",18674,0,0,1
25,"[154, 30]",18673,0,0,-1
26,"[154, 31]",18672,0,0,-1
27,"[154, 32]",18668,2,1,-1
28,"[154, 33]",18665,0,0,1
29,"[154, 35]",19118,158,64,0
30,"[154, 36]",19084,0,0,5
31,"[154, 37]",19080,59,28,4
32,"[154, 38]",19077,0,0,0
33,"[154, 39]",19600,41,18,0
34,"[154, 40]",19558,158,64,3
35,"[167, 0]",985,158,64,-1
36,"[305, 0]",1221,156,64,-1
37,"[326, 0]",579,0,0,0
38,"[326, 1]",1251,156,64,0
39,"[413, 0]",723,0,0,-1
40,"[413, 1]",722,0,0,-1
41,"[413, 2]",2210,156,64,-1
42,"[413, 3]",2209,0,0,-1
43,"[413, 4]",2206,156,64,-1
44,"[413, 5]",2203,158,64,-1
45,"[413, 6]",2201,158,64,-1
46,"[497, 0]",2551,0,0,-1
47,"[497, 1]",2549,0,0,-1
48,"[497, 6]",7011,41,20,-1
49,"[501, 0]",2592,0,0,0
50,"[501, 1]",7012,0,0,0
51,"[501, 2]",7457,41,18,0
52,"[614, 0]",212,158,64,-1
53,"[614, 1]",210,0,0,-1
